@relation 'Synthetic_3_train-weka.filters.unsupervised.attribute.Remove-R3,9,12-13,16'

@attribute Dimension_1 numeric
@attribute Dimension_2 numeric
@attribute Dimension_4 numeric
@attribute Dimension_5 numeric
@attribute Dimension_6 numeric
@attribute Dimension_8 numeric
@attribute Dimension_10 numeric
@attribute Dimension_12 numeric
@attribute Dimension_13 numeric
@attribute Dimension_17 numeric
@attribute Dimension_18 numeric
@attribute class {c1,c2,c3,c4}

@data
1.260373,4.009096,-9.764111,-0.240226,0.607424,0.30522,0.268127,0.35246,0.582181,1.748282,-1.785877,c4
1.761502,1.273581,2.134066,-0.443017,0.746864,10.031836,0.237117,0.542588,0.556069,1.052255,-1.313506,c4
-0.262354,3.495794,3.499021,0.127992,-0.057682,-3.418756,-0.626253,0.908701,0.78838,0.119854,-1.676075,c3
0.680005,1.825194,3.344914,-0.754039,0.173123,0.195132,-0.638804,1.136327,0.648498,-1.3787,-2.672204,c3
0.129898,1.124215,-0.712119,2.016984,0.696931,-2.065714,0.855846,0.58069,0.084147,1.387003,-1.031883,c4
0.784916,3.475974,-1.365686,2.159303,1.352019,0.707321,0.901749,0.128862,0.561861,-2.756979,-1.516057,c2
-1.050815,1.973227,-0.528813,2.83335,0.622571,2.133088,0.278117,0.001252,0.693612,-0.449376,-0.613118,c2
0.391878,2.609658,1.369704,-0.418589,0.234211,-3.332749,-0.351,1.360526,0.929838,0.767568,-4.729567,c3
0.031999,-1.042877,-6.672391,-0.513272,0.512742,15.286168,1.972725,0.893385,0.271215,0.819202,-1.976122,c4
0.881202,0.23229,-0.644225,0.642283,0.92269,-16.634728,1.082064,1.769089,-0.535038,1.951368,-0.213376,c1
0.921639,1.177781,1.458574,-0.298706,0.493935,1.848414,-1.006427,1.551156,0.720817,-2.07092,-4.257241,c3
-0.739226,1.040728,-2.32262,0.203996,0.878273,44.689578,1.41145,1.941315,-0.695112,1.744363,-0.029008,c1
-1.196749,2.610404,-1.185784,1.815746,0.152289,0.550274,0.772958,-0.076376,0.844361,-3.235437,4.967523,c2
1.317113,0.03143,-2.18763,0.376835,0.935545,22.454234,0.501718,1.576189,-0.566055,1.380249,-0.354463,c1
-0.444702,2.759346,0.171238,1.545598,0.194544,0.142509,0.4467,-0.135682,0.624437,-3.243452,-1.320788,c2
-0.141441,3.70962,1.249454,0.855237,1.233608,0.669823,0.278859,-0.165501,0.692761,1.152809,-0.788208,c2
1.070382,2.170781,-3.435843,1.111481,0.582111,5.342033,2.086302,0.783288,0.93694,0.079598,-1.614949,c4
-0.866917,-0.823991,-3.468055,0.93625,0.988819,136.088763,0.418084,1.229137,0.140618,0.7245,1.459862,c1
0.420424,1.196903,1.869793,2.297463,0.9084,8.387023,1.283852,1.211694,1.1107,-1.313257,-0.302045,c4
1.483709,0.713719,-0.499341,0.125315,0.763365,25.386428,0.868821,1.430618,-0.831245,1.658895,2.460895,c1
1.77278,1.645732,1.379773,1.557204,0.738758,-3.991275,1.16609,1.041517,0.515986,-1.055692,-1.668659,c4
0.360843,0.621031,2.420635,1.252848,0.875286,0.479789,0.861939,1.490623,0.60105,1.430109,-0.900596,c4
-0.356816,1.322854,3.546987,-0.369538,0.116515,-1.79494,-0.248973,1.635441,0.104382,-1.449673,-2.85913,c3
0.264149,0.990144,-11.200278,1.020483,0.780158,-3.624843,0.840713,1.610669,1.156466,-0.375496,-0.772803,c4
0.12812,1.868168,-0.546645,-0.157212,0.984873,6.011253,-0.199328,1.503155,1.218242,0.528859,-0.46725,c4
0.09435,-1.775265,-1.256411,0.454898,0.725852,30.514643,1.506312,1.371143,-0.428234,0.865091,-0.08026,c1
0.283015,3.317623,3.609527,1.327014,-0.34775,5.76867,-0.151498,1.751695,0.903223,-1.33487,-2.230066,c3
1.224703,0.395059,-4.664933,1.868304,0.704161,8.629915,0.324069,1.50743,1.310092,0.784226,-0.943393,c4
0.182114,4.112287,3.313916,2.211641,0.737872,7.326827,-1.057742,1.840011,0.882754,0.088796,-1.854301,c3
0.472211,0.04801,3.389279,-0.207092,0.652786,3.862931,-0.948388,1.896255,0.673071,-1.949164,-2.744201,c3
1.287111,-0.76049,-2.145045,0.430662,0.827646,53.464455,1.304787,1.066575,0.44846,2.214036,-1.517439,c1
0.6893,0.588769,2.105453,-0.552115,0.17691,3.136517,-0.952033,1.987416,0.234786,-0.678744,-1.143149,c3
0.391836,3.027471,3.093748,1.541664,-0.409656,-1.263435,-1.066308,1.897974,1.019024,-1.351131,-1.518983,c3
0.1998,-0.414904,12.526134,0.046224,0.617725,-2.152285,1.042377,1.610707,0.565774,0.041588,-1.276206,c4
-0.703551,1.148782,-1.33143,0.917686,0.743239,-4.215522,0.381798,0.719299,0.449718,1.241198,0.128238,c1
0.170245,0.644439,2.819737,-0.834576,0.86416,69.424141,2.069116,1.705247,0.456695,-0.845506,-0.771678,c4
-0.533847,4.042331,-0.262527,-0.357354,1.29436,-0.345884,1.307869,-0.162372,0.599639,-1.762646,-1.063181,c2
-0.055063,1.733021,2.468919,0.37152,0.14007,-1.001754,-0.12557,1.87216,0.680526,-1.150678,-0.44471,c3
-0.136338,1.142195,3.047734,1.222011,-0.335394,-1.040303,0.221002,1.740453,0.413637,-2.01493,-3.087824,c3
-0.7701,3.187281,0.752095,1.724147,0.345447,-0.989012,1.013877,0.053987,0.743167,-1.73811,-1.16792,c2
-0.577594,0.692119,-3.3004,0.552309,0.733844,45.753906,-0.190868,0.919893,0.37859,1.087893,-0.650286,c1
-0.337116,1.126862,-3.2461,0.293034,0.956647,-19.326913,0.735094,0.242049,0.726272,2.232736,-0.112031,c1
-0.262817,0.655416,2.552123,0.424673,0.94287,-0.891223,-0.281397,1.65493,0.631989,-0.242534,-1.653844,c3
0.68206,0.270603,-3.31091,-0.309071,0.731225,-1.880353,1.321312,1.527266,0.378978,-0.28333,-0.205542,c4
-0.932823,-1.847576,-4.008506,0.953961,0.540933,-15.200946,0.073459,0.323975,0.439248,2.434491,6.312359,c1
1.431189,0.884364,-0.502392,1.524758,0.96516,48.59002,1.338327,1.657832,0.86501,1.459839,-2.333197,c4
3.718852,-1.636725,-2.834264,0.762878,0.59668,-2.451163,-0.706236,-0.021668,0.400662,0.747283,4.932433,c1
-0.394949,1.756528,3.571281,1.763665,-0.324963,-2.495278,0.796226,1.499091,0.935007,-1.162366,-2.731852,c3
0.603606,2.797711,1.630205,2.115945,0.98059,0.418487,0.540805,0.091686,1.052149,-2.262801,0.499503,c2
0.723407,-0.562612,3.227925,0.467208,0.554839,6.172408,0.930558,1.355342,0.823935,-1.203575,-2.930366,c4
1.005584,0.202984,1.786277,0.427045,-0.009381,-0.456198,1.372141,1.289042,0.954923,-0.626039,1.499418,c3
-0.759357,-0.938148,-3.546359,0.455722,0.845471,-19.405909,-0.191115,-0.246577,0.813653,1.201622,3.762161,c1
-0.864007,-2.080369,-2.049281,0.278934,0.794149,-14.872194,-0.403843,0.033609,0.942055,0.210024,0.685388,c1
0.599607,-1.052715,-2.649543,0.267928,0.744531,107.140204,-0.149195,-0.371709,1.549217,1.109137,2.578747,c1
-1.310475,1.910271,-2.937807,0.169984,0.701396,300.295067,0.200747,-0.51227,1.054421,1.446885,2.776062,c1
-0.206012,-0.294023,-2.35993,0.627515,0.721119,22.659413,-0.158208,-0.231134,1.182552,0.874082,5.813873,c1
1.549075,2.064137,-11.472334,0.377843,0.763043,-2.674182,1.19429,1.307267,1.11305,0.159582,-0.695748,c4
0.846609,0.745937,-1.873286,2.399535,0.633723,-1.697659,1.133716,0.888814,0.999218,2.355376,-0.983562,c4
0.980219,1.785048,1.129313,0.902191,1.100562,2.518628,1.681598,0.262014,0.75935,-1.822088,4.983846,c2
0.810683,2.120375,2.420255,0.876556,0.261488,2.279192,0.222617,1.097486,0.553184,-1.869088,-0.320028,c3
-0.672222,3.653184,-0.808556,2.889507,0.192107,-1.413394,0.068535,0.557554,1.136829,-1.001813,-1.349903,c2
0.893534,1.314761,-5.68142,0.080768,0.657195,88.226951,0.198289,-0.097553,0.767671,2.413794,1.390794,c1
-0.120051,3.744863,1.793892,1.094741,1.461591,0.475387,1.065544,0.560058,1.47464,0.865471,0.217972,c2
0.913863,-1.063936,-2.848062,0.710734,0.60954,-12.163249,0.561006,0.045464,1.429572,1.636628,0.734714,c1
0.897003,0.534821,-2.270328,0.421405,0.522512,262.772007,-0.125012,-0.46782,1.317441,1.341109,0.578295,c1
0.799867,1.039023,2.944951,-0.157023,0.420739,-3.274722,-0.672366,0.912932,1.183663,-0.166281,-3.810009,c3
-1.206795,3.609084,-0.366601,1.973358,0.891833,5.143267,1.056217,0.95962,1.32531,-2.778224,-1.544845,c2
0.779613,2.224193,7.39439,-0.225239,0.894729,0.770576,1.18077,1.023162,0.433504,-0.818042,-0.001158,c4
1.025319,3.468553,0.535314,1.595962,0.20178,0.561771,0.324043,0.955336,1.045481,-0.075189,-0.440001,c2
0.359985,2.012862,2.387312,1.44136,0.659281,-2.407559,0.066333,0.753576,0.942539,0.349167,-1.681867,c3
-0.715724,0.154179,-2.588525,0.807137,0.967631,3.247612,0.672148,0.132358,0.846391,1.381952,0.750037,c1
0.752079,-0.087816,-1.242998,0.755376,0.900365,10.717331,1.356725,0.76873,1.171291,1.990191,-1.280947,c4
1.063764,1.75097,-1.626159,0.669667,0.852962,38.843712,0.781986,0.225955,1.185198,2.443474,0.848346,c1
0.482612,0.470992,3.990367,1.141881,0.574276,-2.493659,1.070854,0.550163,0.770832,-0.594818,-0.959947,c4
-0.565811,1.702121,0.794724,0.467046,1.128028,3.594358,0.969545,1.26472,1.003206,0.199329,5.275705,c2
1.297037,-1.441875,-2.119672,0.158762,0.935785,-21.16226,1.304403,0.047903,0.916593,2.288056,-0.755935,c1
0.656815,1.439064,3.007319,0.211217,-0.18667,-0.038262,-0.817267,0.560384,0.425344,-2.053532,-3.329868,c3
1.154573,2.535594,1.908891,1.28705,-0.285732,6.751717,-0.217442,0.349313,0.833694,-0.60546,-2.361901,c3
0.578723,5.29574,0.507969,2.019835,0.495093,2.238247,1.689027,1.314758,0.372995,-1.450867,-1.940147,c2
0.792339,1.380535,-6.168208,0.780497,0.980868,-10.703401,1.266315,0.746262,0.323912,2.291838,0.355358,c1
-1.044587,3.246522,-0.505616,0.752592,1.359619,1.099476,1.702657,1.426945,0.905351,0.310681,-2.829546,c2
0.434507,3.684542,1.834544,1.589968,1.070723,0.57936,1.23498,1.536535,0.656668,0.148418,7.09082,c2
0.538402,2.369458,2.668353,0.414929,-0.420359,1.627394,-1.277775,0.223023,0.937196,-0.629721,-2.128699,c3
0.640537,0.145987,12.378538,-0.561801,0.54737,23.27878,1.696588,0.494972,1.293449,-0.417432,-1.067738,c4
-0.846085,-0.494048,-3.681155,0.297118,0.528945,-18.45336,1.125982,0.930864,-0.534497,1.083368,-0.247098,c1
-0.981835,1.219392,-4.254918,0.28873,0.811547,59.033746,0.637611,0.862392,0.01768,2.103576,1.800695,c1
0.394682,0.803222,-5.519432,0.217663,0.842373,-3.153875,1.135409,0.046832,0.698572,-1.091676,-1.461296,c4
0.657753,4.473055,0.790348,2.402581,1.235037,-0.533084,2.3023,1.871974,0.612258,-2.678835,-1.137938,c2
-0.183474,3.055557,4.142322,-0.016565,0.745154,-2.25136,-0.474468,0.087135,0.741636,-0.640206,-2.549293,c3
1.60592,2.556644,3.120338,-0.131185,0.977871,-3.023259,1.410148,-0.179373,0.622084,-0.925414,-0.827448,c4
1.336995,1.96565,10.8444,-0.736599,0.592357,6.281303,2.157407,0.033333,1.747242,-0.89043,-1.240147,c4
-0.525248,2.930639,1.66905,0.625921,0.361679,2.862959,1.260087,1.964592,0.195508,0.89973,1.582672,c2
0.343006,-0.388523,-4.442434,0.462104,0.926245,26.259623,0.511887,0.882032,0.151846,2.342003,-1.184652,c1
0.65051,0.602296,-2.574317,0.153946,0.961303,-7.597397,1.356936,1.146744,0.083752,1.258078,5.479722,c1
-0.182732,1.457058,1.921692,-1.093024,-0.246113,0.065735,-0.234108,-0.004314,0.23272,0.106325,-1.524242,c3
0.608469,-0.179283,-5.607281,-0.066264,0.934778,2.889741,1.290233,-0.049297,0.64627,2.707155,1.12355,c4
0.741843,-0.217916,-4.643722,0.274158,0.722503,19.254339,1.47159,1.524187,-0.734837,1.083791,-0.247916,c1
0.380291,2.226237,2.183433,3.328545,0.957596,5.83392,1.143786,1.9835,0.127686,-2.614233,3.883646,c2
-0.295974,2.61462,1.411822,0.849154,0.111237,2.985508,-0.312893,-0.024581,-0.13324,-0.541857,-1.282084,c3
-0.752536,2.406459,0.255682,0.361418,1.248621,-0.137622,1.333328,1.728669,0.509734,-2.163413,4.696137,c2
0.884453,2.583284,3.327835,0.02473,-0.443158,-1.921146,-0.430985,-0.053808,0.480408,-0.222372,-1.420011,c3
1.12094,0.330337,-1.261952,-0.939927,0.88316,-1.657335,1.014527,-0.309972,1.029622,0.196663,-1.577632,c4
1.64449,0.611579,-1.769331,0.770087,0.508351,68.954229,1.526792,1.443273,-0.402841,0.526143,0.481234,c1
0.774376,3.118333,0.616232,1.215758,0.923817,1.909249,0.511733,1.799572,0.174412,-3.349731,-2.669882,c2
-0.24133,2.0524,0.944893,1.186622,0.843912,2.70408,1.59893,1.639894,0.431989,-0.859773,-3.304536,c2
-0.402925,1.978636,3.124255,-0.68579,0.560677,-1.378718,-0.695695,0.003208,-0.071869,0.050554,-3.228188,c3
0.642299,4.284387,1.311504,3.65362,0.291297,1.51438,1.348119,1.657624,0.248637,0.846018,-2.526203,c2
0.281802,1.753591,-8.023898,-1.592645,0.572299,-3.431655,1.015708,-0.093299,0.850941,-0.187722,-1.410806,c4
-0.51688,2.191094,0.793801,-0.34201,0.945936,1.358888,0.898303,1.360068,0.853044,-1.59383,0.693562,c2
0.72098,0.722533,1.888521,0.742163,0.844245,-1.135199,-1.1847,0.007533,0.020849,-1.053698,-0.151931,c3
-0.117744,0.431766,-5.271349,0.716849,0.968999,194.81271,-0.097209,1.825474,-0.749033,1.020106,-0.433934,c1
1.456597,1.432597,-7.217287,2.887083,0.576804,1.113038,1.1979,-0.44566,0.9563,-1.020522,3.643087,c4
0.357418,3.419152,-0.344381,1.943836,1.014437,4.089605,0.698012,1.157985,0.581019,-3.272994,0.347778,c2
0.503514,2.572673,0.66697,2.057486,0.720452,-0.268428,0.822153,1.189078,1.349136,1.688621,-2.562634,c2
-0.41503,3.740743,1.897404,1.814126,0.739012,3.055986,1.080765,0.760251,0.584267,0.839785,5.036663,c2
-0.551169,2.815985,-0.628148,2.168757,1.121697,4.132169,1.278733,0.68586,0.606754,-2.695986,0.694944,c2
1.508423,2.870727,-3.847306,1.602516,0.653587,-2.441731,1.935141,-0.40062,0.811342,2.192546,-1.308592,c4
-0.683076,3.905634,0.871042,0.842045,1.438223,-1.144249,0.84231,0.537055,0.488688,0.770359,-0.08697,c2
-0.300598,2.437871,2.728803,0.636752,0.326722,3.768498,-0.847223,0.102388,-0.134305,-1.983645,-2.81373,c3
0.665549,1.856108,-3.523696,1.054103,0.780663,-1.020577,1.15585,-0.255182,1.099073,1.776284,3.208193,c4
0.399692,3.723689,2.487743,-0.167512,1.160412,1.580804,0.978524,0.303773,1.027817,1.403311,5.742634,c2
0.981833,2.639658,1.544972,-0.174879,-0.174024,0.03033,-0.803415,0.285855,0.709009,-0.66048,-0.611498,c3
1.560955,0.86635,1.769554,-0.523727,0.545958,5.784935,1.890232,-0.039959,0.884497,2.572138,0.352842,c4
0.380985,0.570756,-1.872468,0.49816,0.803037,197.307999,1.20304,1.39761,0.053205,1.898549,-0.157426,c1
-0.061141,1.839798,2.178071,-0.315722,-0.005549,-2.975507,-0.972026,0.412811,0.323796,-0.372396,-3.232627,c3
0.168147,3.544791,1.37412,2.14393,1.343375,2.582588,0.647053,0.225009,1.119183,-0.922932,-0.861641,c2
1.730444,-1.38587,15.165061,-0.819109,0.696885,-2.868591,1.795528,0.005876,0.813552,0.133618,0.774,c4
0.345592,2.057108,2.516491,0.13317,0.809241,-0.250697,1.899525,0.594779,1.241324,1.999017,-0.658017,c4
-0.09103,1.101828,2.70397,-0.116,0.478506,-0.186035,-1.002085,0.570716,0.531488,-2.194462,-2.010279,c3
-0.143668,1.831397,3.823603,-0.430986,0.51523,1.696319,-0.272749,0.797364,1.169798,-0.668986,-4.010974,c3
-0.185743,0.990342,1.595812,1.633759,0.100545,-1.145284,-1.175591,0.905324,1.193255,-0.909462,-1.405787,c3
0.458617,1.675991,3.021572,0.88066,0.254426,0.854872,-0.767672,1.136901,0.872287,-0.037678,-2.650394,c3
0.365951,1.311218,3.755041,0.560711,0.946222,0.321838,-0.205748,1.368957,1.006737,-0.640044,-2.351523,c3
-0.361304,3.048317,-0.859259,1.967608,0.241507,1.241345,1.294589,0.068392,0.762535,-0.483239,-1.359506,c2
-0.455638,1.261867,3.007969,0.421455,-0.085927,5.421204,-1.012629,1.489381,0.595679,-1.207421,-1.150465,c3
0.088911,2.520812,3.433743,1.122937,0.774204,-2.12545,-0.247467,1.680465,0.832928,-2.354368,-2.220638,c3
0.882682,2.14961,-2.553565,0.074203,-0.220853,0.382177,0.367551,1.741726,0.908951,-1.114035,-1.701428,c3
0.862536,0.851774,3.166365,0.748349,0.007414,0.664954,0.319002,1.920862,0.438855,-0.402558,-3.154168,c3
1.387216,-0.178493,-4.639746,0.344339,0.735506,35.706414,0.423423,1.555182,-0.641687,1.768805,-0.286697,c1
-0.166823,2.198198,3.05761,1.316047,0.73594,1.244524,0.01073,1.937137,0.631597,-1.154497,-0.804894,c3
1.020686,1.871063,2.321524,0.524225,0.736532,2.505045,-0.257078,1.990948,0.401576,0.102068,-0.791076,c3
-0.120598,-2.513823,-2.301481,0.627737,0.873526,8.673814,0.544744,1.346558,-0.439918,1.451762,5.838511,c1
-0.027944,0.100459,-1.639896,0.785495,0.586474,-14.722258,0.314198,1.246788,-0.627704,0.671539,-0.787406,c1
-1.109425,0.00783,-3.577045,0.008137,0.939182,-16.015489,0.558426,1.527308,-0.169243,1.06597,0.524277,c1
1.739297,-0.148466,8.466954,1.275995,0.669716,17.820135,0.912181,0.487433,0.897058,2.438404,-1.502826,c4
0.242647,1.662813,0.719902,2.665613,1.103079,3.361835,0.603434,0.014423,0.832555,-2.211214,0.511874,c2
0.552701,2.790999,0.280733,2.394338,0.057591,1.153977,0.438342,-0.153921,0.812975,-3.193276,-1.082955,c2
0.668098,3.967021,2.622443,1.516907,-0.117013,0.750937,0.323304,1.889496,0.426769,0.276838,-4.081314,c3
0.844027,2.238155,0.237946,0.222737,1.176069,1.544386,-0.561562,-0.102989,0.613549,-3.672563,-1.390439,c2
-1.048857,-0.62473,-3.739258,0.57977,0.861867,60.550558,0.458413,1.106841,-0.300144,0.918529,-2.101277,c1
-0.093972,1.940762,-3.28787,0.809093,0.746829,-11.859422,0.65879,1.076903,0.427066,0.568182,1.003428,c1
1.70785,1.501516,3.428459,-0.730607,0.670174,-1.991632,0.614829,0.58503,0.75861,-0.734709,-1.234616,c4
0.209173,2.444644,-0.19008,-2.146382,1.451738,0.613602,-0.444393,-0.043483,0.239581,0.945803,-0.129363,c2
0.70385,3.391022,2.165093,2.506355,-0.448529,0.497795,0.532582,1.913751,0.71326,-0.664044,-2.108667,c3
0.66614,1.779126,-0.289157,1.756889,0.844173,0.837025,0.512788,-0.217025,0.427701,-1.312132,-1.832205,c2
1.034979,-2.235639,1.318138,2.245137,0.789426,2.573684,0.768176,0.878644,1.200952,0.415877,6.189727,c4
-0.712362,-0.469255,-3.651421,0.834477,0.511286,-15.676863,-0.172797,1.225562,-0.446939,1.404266,0.849323,c1
-1.141599,4.559108,0.515913,0.922382,1.073605,1.209552,0.27807,0.064231,0.047105,-2.430334,-1.523185,c2
0.893188,1.867325,0.576688,2.247566,1.269406,1.728985,1.016287,0.101234,0.915592,-1.51795,-1.210697,c2
0.723567,2.03689,1.670857,-0.023043,0.67668,6.175304,-0.036396,1.798887,0.896348,-0.743806,-0.935289,c3
1.675875,0.258159,6.554012,0.244488,0.648973,28.77512,1.382672,1.279479,0.742093,-0.931936,-1.654021,c4
0.189993,3.416262,3.085197,0.301662,0.079765,2.593146,0.508714,1.690944,0.476533,-0.297464,-1.751451,c3
1.394348,-0.715604,-6.324593,0.500159,0.568773,-3.820398,1.176938,1.259938,0.393218,-0.443768,-0.92863,c4
1.011964,1.054856,2.365561,0.573462,-0.467986,-1.501115,-0.151683,1.518235,0.988007,0.215911,-2.279686,c3
-0.460748,2.062803,1.457535,-0.598218,0.627315,3.453155,-0.808351,1.309772,0.944362,-1.177129,-2.590911,c3
-1.085206,2.657845,-1.480021,2.80585,0.99039,5.203387,0.50804,0.166163,1.140662,0.070109,-0.7173,c2
1.381821,-1.097004,-3.567557,0.871526,0.717211,107.410657,-0.108065,0.507917,0.523524,2.481105,0.124018,c1
1.240342,0.650306,2.451631,0.222701,0.524832,11.391979,0.983164,1.454418,0.294977,-0.761655,-1.577249,c4
-1.42156,2.763798,1.007982,1.795956,0.709007,2.952833,0.713238,0.443141,1.025955,-2.812244,-0.209906,c2
0.452262,0.039515,-2.085529,2.224301,0.554544,14.694304,1.939009,1.477299,1.507384,1.37666,0.212956,c4
1.636858,2.565294,3.794872,-0.749346,0.654125,7.608655,2.35445,1.659308,1.056847,0.347286,-2.50004,c4
-0.137167,3.388917,1.954167,0.736841,1.063776,0.81064,0.113877,0.53242,1.227566,-0.223845,0.415383,c2
-0.89075,3.193786,-2.128016,2.392514,1.116802,-0.199364,0.121076,0.977913,0.972603,-2.917222,4.246813,c2
1.104854,0.384644,-1.449259,0.382928,0.754609,10.175819,-0.020771,0.977397,0.075899,2.521355,1.847551,c1
0.310919,-0.815985,-3.944921,0.01689,0.623052,110.894718,-0.145305,0.431498,0.852931,0.527139,0.683402,c1
-0.374369,1.472443,4.185951,1.6586,0.902106,7.775194,-0.762195,1.129512,0.989446,-1.478386,-3.408632,c3
0.637254,2.80069,2.37759,0.393827,-0.36582,-2.449179,-0.46326,0.935424,0.99033,-1.820049,-3.338088,c3
0.723038,0.724018,2.952859,1.681311,0.907791,-1.4478,1.096135,1.934696,0.644513,-1.584874,-0.933012,c4
1.504164,-1.334107,5.51775,-0.191307,0.994746,7.177728,0.435611,1.644176,0.941541,-0.870443,-0.399249,c4
1.198131,3.329572,-11.308418,0.27908,0.945301,40.25917,0.951926,1.927576,0.795919,0.647919,-1.179794,c4
0.311535,2.742709,2.442993,0.356089,0.429891,3.069926,-0.638732,0.73783,0.462393,-0.802122,-1.862352,c3
0.801699,3.91317,-0.294786,-1.434872,0.482476,1.473015,1.23232,1.10437,0.906138,0.031756,-0.534153,c2
-1.413679,-1.255443,-3.348564,0.48431,0.517377,-9.443957,0.102381,0.399815,1.066061,0.997604,2.605817,c1
0.112552,-0.22902,2.641345,-0.118766,0.823696,-0.921195,0.090242,0.521198,0.476255,-1.50534,-2.931837,c3
-0.821709,3.517727,0.489896,-0.724067,1.001225,-1.583991,0.257496,1.233698,0.724914,-0.278741,-1.224345,c2
-0.27513,2.883693,2.275079,-0.28218,-0.216051,0.204894,0.0794,0.39081,0.551719,-0.725154,-0.832364,c3
1.617697,-1.386858,-4.923595,0.640216,0.90278,-15.230785,0.186105,-0.158757,1.131193,2.27447,1.419694,c1
0.761753,3.110065,-8.558453,0.133372,0.990885,0.824087,0.689254,1.578625,0.975233,-0.842836,-1.454765,c4
1.131879,0.55652,-4.916465,0.086694,0.800515,-18.112141,1.088198,-0.101248,1.914465,2.646022,-0.400807,c1
-0.66561,3.516623,0.559611,1.705906,0.829512,-0.374716,1.88996,1.485965,0.671,-3.584739,-2.291729,c2
1.118267,2.298236,2.49064,0.785382,-0.444078,1.595388,0.118302,0.234265,1.395071,-1.757378,-0.104837,c3
0.345665,2.755933,2.044551,-0.534743,0.66703,2.757626,1.428165,1.51796,0.43877,-0.617976,-0.287286,c4
0.905918,0.368834,-3.879155,0.503477,0.659725,2.266737,1.158821,1.264488,0.831684,-0.318196,-1.899895,c4
-0.165865,3.046195,2.834931,0.261493,0.032683,-2.070912,0.529266,0.138163,0.561047,-1.873869,-4.040822,c3
-0.256555,3.420627,0.475702,1.577889,1.313404,-0.890963,0.777973,1.558042,0.94831,-2.354834,-0.5269,c2
1.538608,1.062688,0.201746,0.741996,0.834873,-0.224818,0.646879,1.529345,0.853057,0.183049,0.082578,c4
-0.095272,1.930504,0.057192,1.157669,0.887573,3.560028,0.279286,1.83125,0.503494,1.014752,-3.372607,c2
0.844824,3.065729,2.42131,-0.708277,0.53995,-0.837841,-0.021514,0.019006,0.26716,-2.297221,-0.989558,c3
-1.53165,-0.768376,-3.353009,0.080301,0.521932,105.055077,1.451406,0.13312,0.966504,1.966504,1.921324,c1
0.856881,-1.53401,0.367409,0.159729,0.709296,4.149043,2.093793,1.149938,1.527358,0.881192,1.10049,c4
0.337152,2.16589,-0.420483,2.945456,0.056097,2.415296,1.073364,1.643539,0.663648,-1.74645,-0.356648,c2
0.039267,2.424141,3.652654,0.289455,-0.055536,-1.76507,-0.564294,-0.036771,0.418741,-0.084788,-3.367948,c3
1.197193,1.572371,2.70839,1.240759,0.602491,-1.452828,0.777418,-0.067148,0.10598,-0.018276,-0.633862,c3
-0.263192,-0.921522,-2.57788,0.453146,0.858218,58.974073,1.086457,-0.21702,0.917566,2.181507,-0.88864,c1
-0.064663,0.831355,-0.851013,-0.52272,0.372468,1.292399,0.427448,1.844517,0.391398,0.968981,-2.580852,c2
1.893486,-1.208838,-2.286786,0.27667,0.945251,-18.83758,0.695901,-0.543492,0.78536,1.846891,6.651692,c1
1.293019,2.736867,-1.665005,-0.949131,0.077774,2.340021,0.618063,1.96139,0.220067,-3.275239,-1.140538,c2
1.298461,0.879638,-3.970668,3.031154,0.883493,9.73207,1.377772,1.025413,0.893507,0.875361,-1.018001,c4
0.827715,2.761959,5.328644,-1.084117,0.587936,2.281514,0.636765,-0.056006,0.126478,-1.302745,-1.555347,c3
-1.481832,0.875659,-3.99718,0.453039,0.877032,-17.920423,1.285995,-0.322153,1.081536,1.249423,0.364968,c1
0.139884,2.66479,2.871946,0.948252,0.494552,-0.885084,-0.162006,0.047135,0.630745,-1.39647,-1.20406,c3
0.03101,1.914994,-3.974224,0.63651,0.62286,-19.215272,0.102973,-0.666214,0.597937,2.783248,0.419572,c1
-0.053712,4.601791,-0.03919,3.41262,1.008377,-1.912338,0.488458,1.979566,0.134655,-0.371695,-1.417991,c2
-1.454122,0.027851,-1.703976,0.214754,0.568418,26.036387,0.409204,-0.586552,0.741975,1.100344,-1.221079,c1
0.865719,2.000686,0.813405,-0.243366,0.697909,4.794888,-0.802271,0.087975,0.622812,0.304635,-0.146969,c3
1.796156,-0.942249,-2.838677,0.518386,0.626344,-15.624999,0.566781,0.036024,1.013896,1.677691,0.651232,c1
-0.079737,2.634959,-0.593929,1.989459,1.495152,-0.300752,0.763772,1.726989,0.365888,-2.009787,-1.205904,c2
0.225163,0.796241,-5.239749,1.468811,0.65485,41.871818,0.780503,0.521542,0.657099,1.107635,-0.885853,c4
0.579093,1.635656,3.836104,0.028102,0.075937,3.275224,-0.618873,0.277275,0.204501,-2.228689,-1.533378,c3
0.169895,1.106,-0.695499,3.420456,0.11377,0.838273,-0.187745,1.781788,-0.038646,0.69968,-0.757255,c2
0.332992,2.012714,-10.123941,-0.663188,0.897866,2.2836,0.940313,0.592769,1.216637,2.634959,-1.263373,c4
0.011446,1.483909,2.760234,-1.225344,0.673726,1.990551,-1.166848,0.390475,0.772502,-1.934773,-2.776654,c3
0.282227,1.430284,-0.170659,1.646333,0.783228,2.218269,0.184942,1.557391,0.697584,0.818478,-2.061803,c2
0.66329,2.555755,-8.964586,1.041309,0.892256,1.016784,1.229305,0.433724,0.605345,0.514403,8.083137,c4
