2;58,5008114771544;
2;90,66668659310146;
3;89,43662503129978;
3;85,87409577305954;
-1;0,0
1;0,0;
1;0,0;
-1;0,0
-1;0,0
-1;0,0
-1;0,0
-1;0,0
-1;0,0
-1;0,0
3;99,99953612047227;
6;99,92044342932441;
6;99,90200381284272;
32;96,83772233983163;
3;93,93853852702951;
2;58,5008114771544;
-1;0,0
-1;0,0
-1;0,0
1;0,0;
1;0,0;
-1;0,0
1;0,0;
-1;0,0
-1;0,0
-1;0,0
-1;0,0
2;0,0;
-1;0,0
1;0,0;
-1;0,0
1;0,0;
-1;0,0
4;99,898487411482;
8;91,92360037326095;
7;99,8482952323366;
-1;0,0
1;0,0;
7;99,81030931684401;
6;99,92044342932441;
1;0,0;
1;0,0;
16;90,93007596462749;
16;93,55954828742658;
-1;0,0
-1;0,0
-1;0,0
4;99,88043934083544;
2;96,83455531083541;
3;0,0;
4;99,92657274071996;
6;99,9066463727876;
7;99,89015476579081;
13;99,33447858840435;
37;92,59745388167566;
2;91,65293662385966;
3;86,71158618577542;
2;83,52061809259848;
2;72,8062958642207;
-1;0,0
-1;0,0
-1;0,0
-1;0,0
-1;0,0
-1;0,0
1;0,0;
-1;0,0
-1;0,0
1;0,0;
-1;0,0
4;99,92657274071996;
6;99,92044342932441;
6;99,92044342932441;
7;99,85643313470152;
208;96,83772233983163;
5;95,52499330812856;
4;93,1790422898962;
3;91,36660325008215;
2;76,82403620978788;
1;0,0;
-1;0,0
1;0,0;
-1;0,0
-1;0,0
1;0,0;
2;0,0;
3;0,0;
-1;0,0
1;0,0;
-1;0,0
4;99,92657274071996;
6;99,9066463727876;
7;99,87156593021867;
16;99,75641717663383;
2;99,31906549076697;
32;96,83772233983163;
2;86,34113683203711;
-1;0,0
-1;0,0
-1;0,0
-1;0,0
1;0,0;
-1;0,0
1;0,0;
-1;0,0
-1;0,0
1;0,0;
-1;0,0
1;0,0;
1;0,0;
4;99,92657274071996;
18;99,26719501674519;
64;97,17710255234094;
17;94,00830031073852;
15;94,00339143289511;
12;93,65426464089681;
3;91,36660325008215;
20;91,13322226620694;
2;89,18142047693547;
2;81,97144746622128;
2;81,97144746622128;
2;56,946621042087365;
1;0,0;
1;0,0;
-1;0,0
-1;0,0
1;0,0;
1;0,0;
1;0,0;
-1;0,0
4;99,92657274071996;
6;99,9066463727876;
7;99,87156593021867;
4;98,55687454304645;
32;96,83772233983163;
2;96,79579331944;
20;94,51474927416669;
3;93,95483866300134;
2;88,90238745419165;
2;88,3786322776838;
3;83,10728791340652;
1;0,0;
1;0,0;
-1;0,0
-1;0,0
2;0,0;
1;0,0;
2;0,0;
-1;0,0
-1;0,0
4;99,92657274071996;
6;99,90200381284272;
4;99,80236906584037;
15;99,33865290191775;
32;96,83772233983163;
3;94,74048316961783;
2;94,31105036456702;
3;92,63758120526848;
2;84,58500162272593;
1;0,0;
1;0,0;
-1;0,0
1;0,0;
-1;0,0
-1;0,0
1;0,0;
-1;0,0
-1;0,0
-1;0,0
1;0,0;
4;99,92657274071996;
4;99,9244922296626;
6;99,90955777262309;
6;99,9066463727876;
14;99,75783628962867;
14;99,75783628962867;
17;99,2980542122583;
5;98,83663745965782;
31;92,42929040478207;
16;90,93007596462749;
2;89,53792851372073;
4;85,48570217634098;
2;84,58500162272593;
0;0,0;
-1;0,0
-1;0,0
-1;0,0
-1;0,0
-1;0,0
1;0,0;
4;99,92657274071996;
4;99,91732068147311;
6;99,84051664220392;
5;99,42446108047746;
10;99,36331045803355;
208;96,83772233983163;
4;91,49202083437518;
2;87,7383678729399;
2;86,38585133943162;
2;81,97144746622128;
2;79,45516034907585;
2;79,45516034907585;
2;0,0;
2;0,0;
1;0,0;
-1;0,0
-1;0,0
-1;0,0
1;0,0;
-1;0,0
4;99,92657274071996;
4;99,92267261034615;
6;99,90942436707986;
2;96,16264894303372;
2;96,12833177883037;
2;94,5297098729525;
14;90,14687512313569;
3;85,87409577305954;
1;0,0;
-1;0,0
-1;0,0
-1;0,0
1;0,0;
-1;0,0
1;0,0;
-1;0,0
1;0,0;
1;0,0;
3;0,0;
1;0,0;
1;0,0;
2;0,0;
2;96,8313787473776;
-1;0,0
1;0,0;
1;0,0;
7;99,5135857932445;
20;91,13322226620694;
208;96,83772233983163;
1;0,0;
2;81,97144746622128;
16;99,75641717663383;
1;0,0;
-1;0,0
-1;0,0
2;0,0;
1;0,0;
2;72,8062958642207;
-1;0,0
4;99,89269623319693;
3;99,96490761976735;
6;99,92044342932441;
6;99,90692748317966;
32;96,83772233983163;
3;94,52986968559411;
2;89,99238036791968;
3;86,23143398773823;
2;81,97144746622128;
1;0,0;
0;0,0;
1;0,0;
-1;0,0
-1;0,0
0;0,0;
1;0,0;
-1;0,0
-1;0,0
0;0,0;
0;0,0;
-1;0,0
3;99,96490761976735;
4;99,92267261034615;
7;99,90541087854194;
9;99,87754069241976;
10;99,86426867480408;
14;99,81406901975234;
4;98,60422055663096;
6;92,8327293505766;
6;92,8327293505766;
2;92,49607799555493;
2;89,27097424523839;
2;83,50353879125615;
-1;0,0
-1;0,0
0;0,0;
-1;0,0
1;0,0;
3;0,0;
2;0,0;
-1;0,0
3;99,96490761976735;
5;99,92391434058213;
4;99,92267261034615;
6;99,9066463727876;
8;99,89800173901827;
7;99,8482952323366;
2;96,00568024162584;
8;92,64949010907728;
3;88,60950303182648;
-1;0,0
-1;0,0
-1;0,0
-1;0,0
-1;0,0
-1;0,0
1;0,0;
2;0,0;
-1;0,0
-1;0,0
2;0,0;
3;99,96490761976735;
6;99,90692748317966;
3;95,19291876078228;
2;93,10235641226832;
3;92,95262338583002;
2;83,52061809259848;
2;81,97144746622128;
2;56,946621042087365;
1;0,0;
0;0,0;
-1;0,0
1;0,0;
-1;0,0
2;0,0;
-1;0,0
-1;0,0
-1;0,0
-1;0,0
-1;0,0
1;0,0;
3;99,96490761976735;
5;98,64500744621797;
2;96,82819260152225;
20;94,51474927416669;
14;93,97306412050442;
12;93,65426464089681;
2;81,97144746622128;
1;0,0;
-1;0,0
-1;0,0
1;0,0;
-1;0,0
3;0,0;
-1;0,0
-1;0,0
1;0,0;
1;0,0;
-1;0,0
-1;0,0
1;0,0;
3;99,96490761976735;
9;99,84398827115916;
9;99,8405171883964;
32;96,83772233983163;
2;94,58815798724733;
2;93,30836028327192;
5;92,43583816269245;
2;83,52061809259848;
-1;0,0
-1;0,0
1;0,0;
1;0,0;
3;0,0;
-1;0,0
-1;0,0
1;0,0;
-1;0,0
-1;0,0
1;0,0;
-1;0,0
3;99,96490761976735;
4;99,91732068147311;
6;99,9066463727876;
4;98,49504487715058;
208;96,83772233983163;
2;96,79579331944;
3;96,34485931321191;
3;92,51634728472735;
2;87,93838312308951;
2;87,6779007401009;
2;77,82501702633262;
-1;0,0
1;0,0;
-1;0,0
-1;0,0
1;0,0;
-1;0,0
1;0,0;
-1;0,0
1;0,0;
3;99,96490761976735;
4;99,898487411482;
4;99,898487411482;
4;99,82291382954496;
64;97,17710255234094;
32;96,83772233983163;
2;94,3143925693425;
2;94,2385474058601;
18;91,70862205145434;
3;85,57085428211906;
1;0,0;
1;0,0;
1;0,0;
-1;0,0
1;0,0;
0;0,0;
3;0,0;
-1;0,0
1;0,0;
-1;0,0
3;99,96490761976735;
4;99,92657274071996;
4;99,90975188195183;
6;99,90843603744631;
7;99,81030931684401;
6;98,81922059558264;
132;94,27698832409537;
16;91,06241118371975;
19;89,58587918271063;
2;69,43568160114751;
2;56,946621042087365;
1;0,0;
1;0,0;
-1;0,0
-1;0,0
1;0,0;
1;0,0;
1;0,0;
0;0,0;
-1;0,0
2;85,72219723975803;
2;0,0;
-1;0,0
1;0,0;
2;0,0;
-1;0,0
1;0,0;
1;0,0;
64;97,17710255234094;
32;96,83772233983163;
-1;0,0
1;0,0;
-1;0,0
0;0,0;
-1;0,0
-1;0,0
2;79,45516034907585;
-1;0,0
-1;0,0
-1;0,0
4;99,90975188195183;
6;99,90942436707986;
7;99,86722870778947;
14;99,82205641356765;
10;99,73516386255889;
5;98,83663745965782;
4;98,55687454304645;
32;96,83772233983163;
3;94,27071325900911;
2;94,07799524818148;
2;90,86493227862519;
2;79,15861737407556;
-1;0,0
-1;0,0
-1;0,0
0;0,0;
-1;0,0
1;0,0;
-1;0,0
1;0,0;
4;99,90975188195183;
6;99,90200381284272;
8;99,89800173901827;
15;98,77301433683847;
2;96,00568024162584;
5;95,4480359476241;
7;94,4768729848866;
4;93,4625661054467;
2;85,68062112279216;
3;67,5510354001294;
-1;0,0
-1;0,0
-1;0,0
-1;0,0
1;0,0;
-1;0,0
-1;0,0
1;0,0;
-1;0,0
-1;0,0
4;99,92267261034615;
7;99,8482952323366;
32;96,83772233983163;
5;94,67727151861601;
4;93,78600805680989;
8;92,64949010907728;
2;86,98874036074015;
1;0,0;
-1;0,0
1;0,0;
-1;0,0
-1;0,0
-1;0,0
1;0,0;
-1;0,0
-1;0,0
1;0,0;
2;0,0;
-1;0,0
-1;0,0
4;99,92267261034615;
6;99,90200381284272;
9;99,84398827115916;
16;99,40483197777999;
32;96,83772233983163;
2;94,39742463958548;
3;85,87409577305954;
3;85,87409577305954;
2;59,32039111799241;
1;0,0;
1;0,0;
-1;0,0
1;0,0;
-1;0,0
-1;0,0
1;0,0;
1;0,0;
-1;0,0
-1;0,0
-1;0,0
4;99,92267261034615;
6;99,9066463727876;
4;99,88043934083544;
11;99,87158850038279;
10;99,85249405769227;
4;96,1730459846328;
2;95,419422666515;
4;90,99553639583557;
2;84,1845041348313;
3;67,5510354001294;
-1;0,0
0;0,0;
1;0,0;
-1;0,0
-1;0,0
-1;0,0
1;0,0;
-1;0,0
-1;0,0
-1;0,0
4;99,92267261034615;
8;99,89800173901827;
8;99,89800173901827;
7;99,5135857932445;
15;94,00339143289511;
2;91,65397105977975;
2;91,17800520688604;
20;91,13322226620694;
10;89,93973291285242;
3;83,06245157329074;
1;0,0;
1;0,0;
2;0,0;
-1;0,0
-1;0,0
-1;0,0
-1;0,0
-1;0,0
1;0,0;
2;0,0;
4;99,92267261034615;
4;99,84555154832849;
14;97,93063606511282;
32;96,83772233983163;
32;96,83772233983163;
2;96,77754503651445;
3;94,74048316961783;
5;91,12797298625779;
2;72,8062958642207;
2;56,946621042087365;
1;0,0;
-1;0,0
-1;0,0
-1;0,0
1;0,0;
-1;0,0
1;0,0;
1;0,0;
-1;0,0
-1;0,0
4;99,92267261034615;
10;99,86426867480408;
24;99,7120413945758;
2;99,3718680061173;
2;99,31753294148375;
128;96,97665334438804;
32;96,83772233983163;
2;87,7302712074821;
-1;0,0
-1;0,0
-1;0,0
1;0,0;
1;0,0;
-1;0,0
-1;0,0
-1;0,0
1;0,0;
0;0,0;
-1;0,0
1;0,0;
3;99,99953612047227;
16;99,32956030958002;
8;99,28717937610084;
4;98,56688715722586;
2;97,75775735334562;
12;93,65426464089681;
7;90,96866643425446;
2;86,32532325022075;
3;67,5510354001294;
-1;0,0
-1;0,0
-1;0,0
-1;0,0
-1;0,0
1;0,0;
1;0,0;
-1;0,0
-1;0,0
2;0,0;
-1;0,0
-1;0,0
-1;0,0
-1;0,0
-1;0,0
3;89,57236357953198;
0;0,0;
7;99,81030931684401;
2;0,0;
0;0,0;
16;99,40483197777999;
-1;0,0
-1;0,0
-1;0,0
6;99,90692748317966;
5;92,43583816269245;
1;0,0;
10;99,86426867480408;
1;0,0;
1;0,0;
1;0,0;
4;99,92657274071996;
4;99,85609692170941;
17;99,2980542122583;
2;97,73949960545788;
32;96,83772233983163;
3;91,36660325008215;
2;84,58500162272593;
2;83,50353879125615;
-1;0,0
1;0,0;
-1;0,0
-1;0,0
1;0,0;
-1;0,0
-1;0,0
-1;0,0
-1;0,0
1;0,0;
2;0,0;
1;0,0;
4;99,92657274071996;
7;99,87156682732171;
10;99,75219528171088;
15;98,42534532671999;
64;97,17710255234094;
2;96,88715288879136;
2;96,86939825618006;
3;92,95262338583002;
-1;0,0
-1;0,0
-1;0,0
1;0,0;
-1;0,0
-1;0,0
-1;0,0
1;0,0;
1;0,0;
-1;0,0
-1;0,0
-1;0,0
4;99,92657274071996;
6;99,9066463727876;
6;99,90200381284272;
15;99,33865290191775;
8;99,28717937610084;
18;94,68455908452306;
18;94,68455908452306;
2;94,5297098729525;
6;92,8327293505766;
3;89,90480280930704;
-1;0,0
2;0,0;
-1;0,0
-1;0,0
-1;0,0
0;0,0;
-1;0,0
-1;0,0
1;0,0;
2;0,0;
4;99,92657274071996;
2;94,5297098729525;
2;93,72698625835989;
4;93,1790422898962;
4;93,1790422898962;
2;87,84475421885666;
3;85,87409577305954;
2;83,52061809259848;
2;81,97144746622128;
3;67,5510354001294;
-1;0,0
1;0,0;
2;0,0;
-1;0,0
-1;0,0
-1;0,0
3;0,0;
1;0,0;
3;0,0;
-1;0,0
4;99,92657274071996;
7;99,90541087854194;
12;99,86133976087113;
11;99,7673197007609;
2;94,72943733796897;
3;94,17713130283451;
5;93,21099897043578;
17;90,37145117950983;
12;90,34565281077775;
3;89,90480280930704;
2;86,61256397582865;
3;67,5510354001294;
-1;0,0
2;0,0;
1;0,0;
1;0,0;
-1;0,0
1;0,0;
0;0,0;
-1;0,0
4;99,92657274071996;
10;99,84922475187294;
2;97,76000860155045;
208;96,83772233983163;
3;94,52986968559411;
20;94,51474927416669;
3;94,2428662807863;
2;83,05655474784338;
2;79,15861737407556;
2;74,77436710860138;
-1;0,0
-1;0,0
1;0,0;
2;0,0;
2;0,0;
-1;0,0
-1;0,0
-1;0,0
-1;0,0
1;0,0;
4;99,92657274071996;
6;99,90824662519503;
14;99,82205641356765;
32;96,83772233983163;
3;94,52986968559411;
14;93,97306412050442;
4;93,1790422898962;
2;91,66189025773375;
2;83,52061809259848;
1;0,0;
1;0,0;
-1;0,0
1;0,0;
-1;0,0
-1;0,0
-1;0,0
1;0,0;
-1;0,0
1;0,0;
1;0,0;
4;99,92657274071996;
9;99,87754069241976;
32;96,83772233983163;
4;93,1790422898962;
9;91,74905803327358;
1;0,0;
-1;0,0
-1;0,0
2;0,0;
1;0,0;
1;0,0;
1;0,0;
-1;0,0
1;0,0;
-1;0,0
-1;0,0
-1;0,0
3;0,0;
1;0,0;
1;0,0;
4;99,92657274071996;
7;99,81030931684401;
17;99,2980542122583;
128;96,97665334438804;
3;94,2428662807863;
5;94,06491874795653;
3;93,93853852702951;
2;91,66189025773375;
2;76,82403620978788;
-1;0,0
-1;0,0
-1;0,0
-1;0,0
-1;0,0
0;0,0;
1;0,0;
-1;0,0
1;0,0;
-1;0,0
1;0,0;
1;0,0;
2;88,92360019600576;
2;0,0;
-1;0,0
-1;0,0
7;99,89015476579081;
-1;0,0
2;0,0;
11;96,615150493492;
3;0,0;
2;83,52061809259848;
-1;0,0
-1;0,0
2;80,09369028237381;
6;99,92044342932441;
2;59,32039111799241;
-1;0,0
6;99,90942436707986;
-1;0,0
25;94,93714308725202;
6;99,92044342932441;
4;99,84555154832849;
7;99,81030931684401;
64;97,17710255234094;
32;96,83772233983163;
6;89,44710208156391;
9;88,07100205255811;
2;76,82403620978788;
-1;0,0
-1;0,0
-1;0,0
1;0,0;
0;0,0;
-1;0,0
1;0,0;
1;0,0;
-1;0,0
-1;0,0
-1;0,0
1;0,0;
6;99,92044342932441;
11;99,87158850038279;
8;99,17552312558824;
2;92,94663201016702;
2;92,63531998077184;
14;92,61252566556767;
17;90,91418178053205;
3;90,54634598379292;
2;89,72495256114928;
3;67,5510354001294;
-1;0,0
1;0,0;
1;0,0;
0;0,0;
1;0,0;
-1;0,0
2;0,0;
-1;0,0
-1;0,0
-1;0,0
4;99,92267261034615;
6;99,90692748317966;
15;99,33865290191775;
8;99,28717937610084;
6;98,81922059558264;
32;96,83772233983163;
12;93,65426464089681;
2;81,97144746622128;
2;56,946621042087365;
-1;0,0
1;0,0;
-1;0,0
1;0,0;
-1;0,0
2;0,0;
-1;0,0
-1;0,0
-1;0,0
0;0,0;
0;0,0;
4;99,92267261034615;
5;99,86689226862417;
7;99,81030931684401;
128;96,97665334438804;
5;93,74255308994799;
3;89,57236357953198;
2;86,14698025991454;
2;79,45516034907585;
2;69,43568160114751;
-1;0,0
-1;0,0
-1;0,0
1;0,0;
-1;0,0
1;0,0;
-1;0,0
-1;0,0
-1;0,0
2;0,0;
1;0,0;
3;99,99642526878894;
6;99,90824662519503;
6;99,9066463727876;
16;99,75641717663383;
10;99,36331045803355;
8;99,17552312558824;
15;99,06485270288955;
64;97,17710255234094;
18;94,68455908452306;
16;90,93007596462749;
2;74,77436710860138;
-1;0,0
-1;0,0
-1;0,0
0;0,0;
1;0,0;
-1;0,0
3;0,0;
-1;0,0
-1;0,0
3;99,99642526878894;
3;99,97870644942533;
6;99,90824662519503;
6;99,90200381284272;
4;99,88043934083544;
17;99,2980542122583;
4;98,70196614816965;
18;94,68455908452306;
20;91,13322226620694;
3;81,93104064004484;
2;79,15861737407556;
2;74,77436710860138;
3;67,5510354001294;
-1;0,0
1;0,0;
-1;0,0
1;0,0;
-1;0,0
-1;0,0
-1;0,0
3;99,99642526878894;
4;99,9244922296626;
3;99,73729300935975;
128;96,97665334438804;
20;94,51474927416669;
10;92,7186573592648;
2;88,79928127508465;
1;0,0;
0;0,0;
2;0,0;
-1;0,0
2;0,0;
-1;0,0
-1;0,0
-1;0,0
-1;0,0
1;0,0;
1;0,0;
-1;0,0
-1;0,0
3;99,99642526878894;
6;99,92044342932441;
7;99,90541087854194;
7;99,81030931684401;
17;99,32471991370156;
32;96,83772233983163;
4;94,6182271948347;
3;93,69104984174186;
2;86,49043682627486;
2;79,15861737407556;
1;0,0;
1;0,0;
-1;0,0
-1;0,0
1;0,0;
-1;0,0
-1;0,0
1;0,0;
-1;0,0
-1;0,0
3;99,99642526878894;
11;99,83958282661071;
32;96,83772233983163;
10;93,06377130093011;
2;90,30778019026873;
2;90,15438522804527;
2;79,45516034907585;
-1;0,0
-1;0,0
2;0,0;
-1;0,0
-1;0,0
-1;0,0
1;0,0;
0;0,0;
1;0,0;
-1;0,0
-1;0,0
1;0,0;
-1;0,0
-1;0,0
1;0,0;
-1;0,0
3;85,87409577305954;
4;99,80236906584037;
5;89,77797403621801;
6;90,6065616613223;
-1;0,0
-1;0,0
10;99,84922475187294;
14;99,75783628962867;
2;93,27855232592961;
1;0,0;
2;87,31705677467754;
32;96,83772233983163;
-1;0,0
4;99,92267261034615;
15;80,82246376042293;
-1;0,0
0;0,0;
4;99,92267261034615;
6;99,9066463727876;
5;99,42446108047746;
18;94,68455908452306;
2;88,58620216567495;
2;87,09010372485686;
2;58,5008114771544;
2;56,946621042087365;
-1;0,0
1;0,0;
2;0,0;
-1;0,0
1;0,0;
-1;0,0
-1;0,0
0;0,0;
-1;0,0
-1;0,0
1;0,0;
-1;0,0
4;99,92267261034615;
6;99,9066463727876;
7;99,89121429442956;
32;96,83772233983163;
3;94,20368114964137;
3;89,57236357953198;
2;88,77662573663775;
-1;0,0
-1;0,0
2;0,0;
-1;0,0
-1;0,0
2;0,0;
1;0,0;
-1;0,0
-1;0,0
1;0,0;
-1;0,0
1;0,0;
-1;0,0
4;99,92267261034615;
6;99,90955777262309;
7;99,89602228197475;
8;99,28717937610084;
7;92,76937340109961;
3;91,36660325008215;
2;81,97144746622128;
-1;0,0
1;0,0;
1;0,0;
1;0,0;
1;0,0;
-1;0,0
1;0,0;
2;0,0;
-1;0,0
-1;0,0
-1;0,0
2;0,0;
0;0,0;
4;99,92267261034615;
4;99,898487411482;
16;99,75641717663383;
2;97,74065380537715;
128;96,97665334438804;
32;96,83772233983163;
2;92,53281115640715;
4;91,13182747908736;
2;87,25584921469506;
2;83,50353879125615;
2;81,97144746622128;
2;78,0738444433815;
-1;0,0
1;0,0;
1;0,0;
-1;0,0
2;0,0;
1;0,0;
1;0,0;
1;0,0;
6;99,92456326694385;
7;99,5135857932445;
2;95,55449477300981;
18;94,68455908452306;
4;93,1790422898962;
2;92,94663201016702;
10;92,7186573592648;
3;67,5510354001294;
2;0,0;
-1;0,0
1;0,0;
-1;0,0
1;0,0;
-1;0,0
-1;0,0
-1;0,0
2;0,0;
1;0,0;
-1;0,0
-1;0,0
6;99,92456326694385;
7;99,5135857932445;
32;96,83772233983163;
10;86,41449812498672;
2;84,73575996045719;
2;81,97144746622128;
2;77,82501702633262;
3;67,5510354001294;
1;0,0;
0;0,0;
-1;0,0
2;0,0;
2;0,0;
-1;0,0
0;0,0;
2;0,0;
-1;0,0
0;0,0;
1;0,0;
-1;0,0
6;99,92456326694385;
9;99,87754069241976;
2;99,31906549076697;
64;97,17710255234094;
18;94,68455908452306;
6;92,8327293505766;
4;91,49202083437518;
2;88,92360019600576;
2;84,58500162272593;
2;81,97144746622128;
3;67,5510354001294;
-1;0,0
1;0,0;
-1;0,0
-1;0,0
-1;0,0
-1;0,0
-1;0,0
-1;0,0
-1;0,0
6;99,92456326694385;
4;99,91732068147311;
4;98,56316147091704;
64;97,17710255234094;
32;96,83772233983163;
2;77,82501702633262;
-1;0,0
1;0,0;
-1;0,0
1;0,0;
1;0,0;
1;0,0;
-1;0,0
-1;0,0
-1;0,0
-1;0,0
-1;0,0
2;0,0;
-1;0,0
1;0,0;
6;99,92456326694385;
6;99,90692748317966;
7;99,89602228197475;
4;99,84555154832849;
7;99,81030931684401;
2;96,79579331944;
7;90,96866643425446;
2;89,45070360484357;
3;85,87409577305954;
2;83,50353879125615;
-1;0,0
1;0,0;
2;0,0;
-1;0,0
-1;0,0
1;0,0;
0;0,0;
-1;0,0
1;0,0;
1;0,0;
