region-centroid-col	region-centroid-row	vedge-mean	vegde-sd	hedge-mean	hedge-sd	intensity-mean	rawred-mean	rawblue-mean	rawgreen-mean	exred-mean	exblue-mean	exgreen-mean	value-mean	saturation-mean	hue-mean
118	133	0.222222	0.02963	0.222222	0.02963	0.740741	0	222.222	0	-222.222	444.444	-222.222	222.222	1	-20.944
93	236	177.778	26.963	2	0.933333	125.185	955.556	107.778	172.222	-888.889	-522.222	141.111	172.222	0.447247	22.672
129	188	366.667	201.108	461.111	240.755	610.741	537.778	76	534.444	-218.889	447.778	-228.889	76	0.30013	-20.791
13	191	355.556	540.741	777.778	400.296	252.963	235.556	298.889	224.444	-522.222	137.778	-855.556	301.111	0.237113	-185.826
251	24	116.667	0.966665	161.111	0.418519	121.63	110.778	137.778	116.333	-325.556	484.444	-158.889	137.778	0.195977	-230.791
142	182	2.5	1.1	227.778	361.852	345.185	315.556	422.222	297.778	-888.889	231.111	-142.222	422.222	0.293208	-194.304
147	193	661.111	360.504	705.556	540.953	517.407	465.556	63	456.667	-155.556	337.778	-182.222	63	0.275266	-208.017
101	130	0.611111	0.240741	0.666667	0.577778	577.778	744.444	666.667	322.222	5	266.667	-766.667	755.556	0.575397	-0.871495
62	123	0.444444	0.207407	0.5	0.122222	581.482	755.556	666.667	322.222	522.222	255.556	-777.778	755.556	0.573413	-0.837598
93	190	5.5	18.227	261.111	323.465	535.926	473.333	668.889	465.556	-187.778	398.889	-211.111	668.889	0.303602	-205.255
21	90	0.666668	0.044444	0.777779	0.562963	113.481	105.889	128.556	106	-227.778	452.222	-224.444	128.556	0.179697	-209.781
196	244	127.778	0.551852	361.111	695.185	774.074	666.667	7	955.556	-322.222	-222.222	544.444	955.556	0.383372	234.059
30	251	244.444	188.169	8	160.554	206.667	214.444	177.778	227.778	233.333	-866.667	633.333	227.778	0.231417	128.706
40	35	0.722223	0.250923	105.555	0.646928	694.444	617.778	853.333	612.222	-23	476.667	-246.667	853.333	0.287488	-20.742
80	124	0.555556	0.162963	0.444444	0.02963	511.111	666.667	6	266.667	466.667	266.667	-733.333	677.778	0.608466	-0.877707
216	78	133.333	0.355555	433.333	635.555	361.111	313.333	46	31	-143.333	296.667	-153.333	46	0.33971	-205.383
184	145	0.722222	0.611616	0.222222	0.272166	0.555556	0.333333	122.222	0.111111	-0.666667	2	-133.333	122.222	0.527778	-192.094
216	126	0.555555	0.207407	0.555556	0.074074	492.593	644.444	577.778	255.556	455.556	255.556	-711.111	655.556	0.611111	-0.877707
147	69	205.556	290.741	188.889	256.296	256.667	234.444	344.444	191.111	-666.667	263.333	-196.667	344.444	0.44486	-179.139
46	88	1.5	136.667	155.556	127.407	32.963	0.666667	766.667	155.556	-788.889	131.111	-522.222	766.667	0.929574	-221.654
3	91	222.222	505.185	1	195.556	562.963	188.889	106.667	433.333	-112.222	151.111	-388.889	106.667	0.829748	-238.395
205	47	122.222	0.607409	155.556	0.829628	123.852	114.111	139.778	117.667	-292.222	477.778	-185.556	139.778	0.18354	-223.989
134	54	0.611112	0.646931	122.222	10.037	124.37	112.667	141.333	119.111	-351.111	508.889	-157.778	141.333	0.202708	-232.866
125	46	0.611109	0.611616	216.667	0.781735	124.556	112.778	141	119.889	-353.333	493.333	-14	141	0.200124	-235.769
252	201	461.111	549.512	555.556	579.527	402.963	357.778	49	361.111	-135.556	261.111	-125.556	49	0.275368	-217.583
39	111	0.722222	0.374074	0.888889	0.429629	603.704	7	766.667	344.444	288.889	488.889	-777.778	788.889	0.562919	-117.577
161	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0
239	32	0.777779	0.207408	1.5	118.889	121.444	110.222	138.111	116	-336.667	50	-163.333	138.111	0.201898	-230.939
239	110	0.277778	0.062963	0.222222	0.02963	944.444	611.111	158.889	633.333	-10	193.333	-933.333	158.889	0.620643	-212.027
53	42	327.778	0.712325	0.611111	0.534027	282.593	244.444	362.222	241.111	-114.444	238.889	-124.444	362.222	0.337893	-206.101
79	57	172.222	161.852	194.444	197.407	268.148	24	362.222	202.222	-844.444	282.222	-197.778	362.222	0.440509	-183.767
182	186	366.667	204.396	177.778	124.127	484.444	437.778	598.889	416.667	-14	343.333	-203.333	598.889	0.304522	-197.306
47	121	0.888889	10.256	488.889	320.878	536.667	468.889	668.889	472.222	-203.333	396.667	-193.333	668.889	0.300672	-211.023
174	181	327.778	315.113	416.667	278.688	590.741	523.333	742.222	506.667	-202.222	454.444	-252.222	742.222	0.317345	-202.086
169	98	0.722221	0.15185	166.667	0.755554	923.333	773.333	116.889	827.778	-45	736.667	-286.667	116.889	0.338288	-223.852
112	90	738.889	694.556	127.778	0.879814	651.852	576.667	797.778	581.111	-225.556	437.778	-212.222	797.778	0.278345	-210.881
7	48	0.611111	0.107407	133.333	0.355557	115.778	107.444	132.444	107.444	-25	50	-25	132.444	0.197114	-209.056
145	90	1	0.577778	2	0.399999	248.519	236.667	322.222	186.667	-355.556	221.111	-185.556	322.222	0.420598	-170.594
115	182	0.555556	104.704	0.722223	114.342	175.926	154.444	14	233.333	-644.444	-107.778	172.222	233.333	0.399447	193.759
156	123	0.388889	0.151852	0.388889	0.062963	611.111	8	677.778	355.556	566.667	2	-766.667	8	0.555776	-0.761648
219	80	127.778	0.32963	0.666667	0.933332	397.037	363.333	482.222	345.556	-101.111	255.556	-154.444	482.222	0.282964	-196.265
195	119	361.111	140.502	122.222	0.91084	862.963	588.889	136.667	633.333	-822.222	151.111	-688.889	136.667	0.589565	-214.271
108	128	705.556	436.866	166.667	105.409	532.593	463.333	671.111	463.333	-207.778	415.556	-207.778	671.111	0.312927	-209.193
190	186	272.222	224.516	605.556	281.596	500.741	456.667	602.222	443.333	-132.222	304.444	-172.222	602.222	0.266195	-202.881
103	216	0.888889	0.651852	216.667	114.444	145.556	108.889	136.667	191.111	-11	-266.667	136.667	191.111	0.431696	244.755
75	90	416.667	300.185	283.333	277.088	482.222	412.222	614.444	42	-21	396.667	-186.667	614.444	0.327632	-213.186
42	200	0.555555	0.42963	0.444444	0.251852	77.037	577.778	588.889	114.444	-577.778	-544.444	112.222	114.444	0.51532	210.726
27	50	105.556	0.462963	1	0.488889	23.037	216.667	30	174.444	-411.111	208.889	-167.778	30	0.418746	-174.125
250	196	1.5	150.185	227.778	121.868	477.778	426.667	587.778	418.889	-153.333	33	-176.667	587.778	0.289138	-2.046
189	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0
126	80	210.556	530.552	346.111	409.396	687.778	603.333	795.556	664.444	-253.333	323.333	-7	795.556	0.289624	-243.419
224	124	155.556	129.386	188.889	118.634	435.185	367.778	563.333	374.444	-202.222	384.444	-182.222	563.333	0.348022	-21.278
132	91	189.444	188.507	334.444	889.363	428.148	358.889	526.667	398.889	-207.778	295.556	-877.778	526.667	0.398824	-234.606
123	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27	57	0.722223	0.327728	0.722223	0.389679	703.704	60	901.111	61	-311.111	592.222	-281.111	901.111	0.335387	-21.288
97	86	1.5	0.833333	355.556	216.296	238.148	233.333	302.222	178.889	-144.444	192.222	-177.778	302.222	0.405541	-160.859
85	56	133.333	0.4	127.778	184.074	264.444	233.333	36	20	-933.333	286.667	-193.333	36	0.442788	-186.318
46	131	0.277778	0.062963	177.778	185.185	140.741	0.777778	277.778	0.666667	-188.889	411.111	-222.222	277.778	0.77037	-205.134
152	199	111.111	0.518519	0.833334	0.255555	17.963	152.222	154.444	232.222	-822.222	-755.556	157.778	232.222	0.348063	212.951
243	166	0.611111	0.329629	0.722222	0.32963	133.704	112.222	121.111	167.778	-644.444	-377.778	102.222	167.778	0.330513	226.428
92	70	111.111	136.083	0.777777	0.655461	611.111	534.444	77	528.889	-23	476.667	-246.667	77	0.314365	-207.083
92	56	0.444443	0.029629	0.833333	0.566668	126	115.889	140.667	121.444	-303.333	44	-136.667	140.667	0.176061	-232.678
27	248	161.111	0.64693	316.667	17.224	152.963	147.778	128.889	182.222	-155.556	-722.222	877.778	182.222	0.312227	178.351
66	41	0.611112	0.327731	0.388892	0.327733	109.704	951.111	128.889	105.111	-437.778	575.556	-137.778	128.889	0.262046	-240.475
112	30	0.555557	0.272164	122.222	0.720082	113.259	100.778	130.111	108.889	-374.444	505.556	-131.111	130.111	0.225384	-238.531
133	141	0.111111	0.172133	0.111111	0.172133	0.074074	0	0.222222	0	-0.222222	0.444444	-0.222222	0.222222	0.222222	-20.944
165	99	0.888891	0.474074	0.777779	0.474074	934.074	79	118	832.222	-432.222	737.778	-305.556	118	0.330418	-220.776
187	75	155.556	0.91084	566.667	480.278	397.037	357.778	482.222	351.111	-117.778	255.556	-137.778	482.222	0.275059	-203.643
113	34	2	113.529	0.833331	0.836659	728.889	65	891.111	645.556	-236.667	486.667	-25	891.111	0.279176	-207.815
206	233	138.889	15.408	172.222	0.827759	268.148	218.889	251.111	334.444	-147.778	-511.111	198.889	334.444	0.345755	238.935
252	76	172.222	114.342	0.555555	0.344266	422.963	36	541.111	367.778	-188.889	354.444	-165.556	541.111	0.334876	-2.139
180	162	311.111	576.296	129.444	939.626	414.815	356.667	505.556	382.222	-174.444	272.222	-977.778	505.556	0.291106	-233.537
233	64	1	0.800003	0.777777	0.207406	928.148	772.222	118.667	825.556	-467.778	775.556	-307.778	118.667	0.34921	-222.894
64	19	0.944445	0.151853	166.667	0.31111	137.778	131.556	146.444	135.333	-186.667	26	-733.333	146.444	0.101515	-23.586
142	208	194.444	264.074	2.5	132.222	185.556	154.444	148.889	253.333	-933.333	-11	203.333	253.333	0.440895	210.221
87	135	0.388889	0.240741	0.333333	0.177778	0.962963	0	277.778	0.111111	-288.889	544.444	-255.556	277.778	1	-211.755
143	114	1.5	0.809664	0.388889	0.389682	271.852	23	344.444	241.111	-125.556	217.778	-922.222	344.444	0.331888	-219.642
167	53	127.778	0.490654	0.944443	0.389682	404.444	368.889	486.667	357.778	-106.667	246.667	-14	486.667	0.264564	-200.456
86	197	161.111	145.169	127.778	110.386	632.222	562.222	777.778	556.667	-21	436.667	-226.667	777.778	0.285333	-206.802
66	155	372.222	217.963	772.222	715.741	825.926	588.889	126.667	622.222	-711.111	132.222	-611.111	126.667	0.300624	-214.762
64	186	216.667	194.444	683.333	535.889	307.778	275.556	378.889	268.889	-966.667	213.333	-116.667	378.889	0.276726	-204.631
174	75	1.5	0.722648	238.889	108.355	411.111	403.333	456.667	373.333	-233.333	136.667	-113.333	456.667	0.181732	-172.228
199	116	0.555555	0.296296	0.444444	0.02963	196.296	0.666667	488.889	0.333333	-388.889	877.778	-488.889	488.889	0.940741	-201.892
78	85	5.5	210.555	6.5	459.831	488.889	424.444	615.556	426.667	-193.333	38	-186.667	615.556	0.315228	-209.736
42	201	211.111	201.843	433.333	472.346	593.333	525.556	74	514.444	-203.333	44	-236.667	74	0.306609	-204.251
49	240	305.556	163.865	205.556	174.377	204.444	152.222	187.778	273.333	-156.667	-5	206.667	273.333	0.445808	242.079
139	128	294.444	788.519	316.667	124.333	52.963	244.444	955.556	388.889	-855.556	127.778	-422.222	955.556	0.804724	-230.037
187	86	105.556	106.284	305.556	254.224	67.037	466.667	108.889	455.556	-611.111	125.556	-644.444	108.889	0.594226	-205.447
224	73	1.5	127.778	233.333	106.667	581.482	233.333	106.667	444.444	-104.444	145.556	-411.111	106.667	0.78993	-235.564
9	80	294.444	137.519	166.667	715.111	236.296	173.333	316.667	218.889	-188.889	241.111	-522.222	316.667	0.514254	-243.151
150	94	111.111	0.607404	127.778	0.507409	952.963	808.889	119.222	857.778	-432.222	717.778	-285.556	119.222	0.321505	-222.711
236	194	266.667	193.218	244.444	179.712	501.111	442.222	624.444	436.667	-176.667	37	-193.333	624.444	0.300667	-206.428
101	197	355.556	754.074	494.444	641.852	212.593	174.444	187.778	275.556	-114.444	-744.444	188.889	275.556	0.394886	224.309
115	75	0.944445	0.774077	105.556	0.596296	126.074	115.889	141.222	121.111	-305.556	454.444	-148.889	141.222	0.179353	-23.098
