region-centroid-col	region-centroid-row	vedge-mean	vegde-sd	hedge-mean	hedge-sd	intensity-mean	rawred-mean	rawblue-mean	rawgreen-mean	exred-mean	exblue-mean	exgreen-mean	value-mean	saturation-mean	hue-mean
118	133	0.222222	0.02963	0.222222	0.02963	0.740741	0	222.222	0	-222.222	444.444	-222.222	222.222	1	-20.944
93	236	177.778	26.963	2	0.933333	125.185	955.556	107.778	172.222	-888.889	-522.222	141.111	172.222	0.447247	22.672
129	188	366.667	201.108	461.111	240.755	610.741	537.778	76	534.444	-218.889	447.778	-228.889	76	0.30013	-20.791
13	191	355.556	540.741	777.778	400.296	252.963	235.556	298.889	224.444	-522.222	137.778	-855.556	301.111	0.237113	-185.826
251	24	116.667	0.966665	161.111	0.418519	121.63	110.778	137.778	116.333	-325.556	484.444	-158.889	137.778	0.195977	-230.791
142	182	2.5	1.1	227.778	361.852	345.185	315.556	422.222	297.778	-888.889	231.111	-142.222	422.222	0.293208	-194.304
147	193	661.111	360.504	705.556	540.953	517.407	465.556	63	456.667	-155.556	337.778	-182.222	63	0.275266	-208.017
101	130	0.611111	0.240741	0.666667	0.577778	577.778	744.444	666.667	322.222	5	266.667	-766.667	755.556	0.575397	-0.871495
62	123	0.444444	0.207407	0.5	0.122222	581.482	755.556	666.667	322.222	522.222	255.556	-777.778	755.556	0.573413	-0.837598
93	190	5.5	18.227	261.111	323.465	535.926	473.333	668.889	465.556	-187.778	398.889	-211.111	668.889	0.303602	-205.255
21	90	0.666668	0.044444	0.777779	0.562963	113.481	105.889	128.556	106	-227.778	452.222	-224.444	128.556	0.179697	-209.781
196	244	127.778	0.551852	361.111	695.185	774.074	666.667	7	955.556	-322.222	-222.222	544.444	955.556	0.383372	234.059
30	251	244.444	188.169	8	160.554	206.667	214.444	177.778	227.778	233.333	-866.667	633.333	227.778	0.231417	128.706
40	35	0.722223	0.250923	105.555	0.646928	694.444	617.778	853.333	612.222	-23	476.667	-246.667	853.333	0.287488	-20.742
80	124	0.555556	0.162963	0.444444	0.02963	511.111	666.667	6	266.667	466.667	266.667	-733.333	677.778	0.608466	-0.877707
216	78	133.333	0.355555	433.333	635.555	361.111	313.333	46	31	-143.333	296.667	-153.333	46	0.33971	-205.383
184	145	0.722222	0.611616	0.222222	0.272166	0.555556	0.333333	122.222	0.111111	-0.666667	2	-133.333	122.222	0.527778	-192.094
216	126	0.555555	0.207407	0.555556	0.074074	492.593	644.444	577.778	255.556	455.556	255.556	-711.111	655.556	0.611111	-0.877707
147	69	205.556	290.741	188.889	256.296	256.667	234.444	344.444	191.111	-666.667	263.333	-196.667	344.444	0.44486	-179.139
46	88	1.5	136.667	155.556	127.407	32.963	0.666667	766.667	155.556	-788.889	131.111	-522.222	766.667	0.929574	-221.654
3	91	222.222	505.185	1	195.556	562.963	188.889	106.667	433.333	-112.222	151.111	-388.889	106.667	0.829748	-238.395
205	47	122.222	0.607409	155.556	0.829628	123.852	114.111	139.778	117.667	-292.222	477.778	-185.556	139.778	0.18354	-223.989
134	54	0.611112	0.646931	122.222	10.037	124.37	112.667	141.333	119.111	-351.111	508.889	-157.778	141.333	0.202708	-232.866
125	46	0.611109	0.611616	216.667	0.781735	124.556	112.778	141	119.889	-353.333	493.333	-14	141	0.200124	-235.769
252	201	461.111	549.512	555.556	579.527	402.963	357.778	49	361.111	-135.556	261.111	-125.556	49	0.275368	-217.583
39	111	0.722222	0.374074	0.888889	0.429629	603.704	7	766.667	344.444	288.889	488.889	-777.778	788.889	0.562919	-117.577
161	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0
239	32	0.777779	0.207408	1.5	118.889	121.444	110.222	138.111	116	-336.667	50	-163.333	138.111	0.201898	-230.939
239	110	0.277778	0.062963	0.222222	0.02963	944.444	611.111	158.889	633.333	-10	193.333	-933.333	158.889	0.620643	-212.027
53	42	327.778	0.712325	0.611111	0.534027	282.593	244.444	362.222	241.111	-114.444	238.889	-124.444	362.222	0.337893	-206.101
79	57	172.222	161.852	194.444	197.407	268.148	24	362.222	202.222	-844.444	282.222	-197.778	362.222	0.440509	-183.767
182	186	366.667	204.396	177.778	124.127	484.444	437.778	598.889	416.667	-14	343.333	-203.333	598.889	0.304522	-197.306
47	121	0.888889	10.256	488.889	320.878	536.667	468.889	668.889	472.222	-203.333	396.667	-193.333	668.889	0.300672	-211.023
174	181	327.778	315.113	416.667	278.688	590.741	523.333	742.222	506.667	-202.222	454.444	-252.222	742.222	0.317345	-202.086
169	98	0.722221	0.15185	166.667	0.755554	923.333	773.333	116.889	827.778	-45	736.667	-286.667	116.889	0.338288	-223.852
112	90	738.889	694.556	127.778	0.879814	651.852	576.667	797.778	581.111	-225.556	437.778	-212.222	797.778	0.278345	-210.881
7	48	0.611111	0.107407	133.333	0.355557	115.778	107.444	132.444	107.444	-25	50	-25	132.444	0.197114	-209.056
145	90	1	0.577778	2	0.399999	248.519	236.667	322.222	186.667	-355.556	221.111	-185.556	322.222	0.420598	-170.594
115	182	0.555556	104.704	0.722223	114.342	175.926	154.444	14	233.333	-644.444	-107.778	172.222	233.333	0.399447	193.759
156	123	0.388889	0.151852	0.388889	0.062963	611.111	8	677.778	355.556	566.667	2	-766.667	8	0.555776	-0.761648
219	80	127.778	0.32963	0.666667	0.933332	397.037	363.333	482.222	345.556	-101.111	255.556	-154.444	482.222	0.282964	-196.265
195	119	361.111	140.502	122.222	0.91084	862.963	588.889	136.667	633.333	-822.222	151.111	-688.889	136.667	0.589565	-214.271
108	128	705.556	436.866	166.667	105.409	532.593	463.333	671.111	463.333	-207.778	415.556	-207.778	671.111	0.312927	-209.193
190	186	272.222	224.516	605.556	281.596	500.741	456.667	602.222	443.333	-132.222	304.444	-172.222	602.222	0.266195	-202.881
103	216	0.888889	0.651852	216.667	114.444	145.556	108.889	136.667	191.111	-11	-266.667	136.667	191.111	0.431696	244.755
75	90	416.667	300.185	283.333	277.088	482.222	412.222	614.444	42	-21	396.667	-186.667	614.444	0.327632	-213.186
42	200	0.555555	0.42963	0.444444	0.251852	77.037	577.778	588.889	114.444	-577.778	-544.444	112.222	114.444	0.51532	210.726
27	50	105.556	0.462963	1	0.488889	23.037	216.667	30	174.444	-411.111	208.889	-167.778	30	0.418746	-174.125
250	196	1.5	150.185	227.778	121.868	477.778	426.667	587.778	418.889	-153.333	33	-176.667	587.778	0.289138	-2.046
189	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0
126	80	210.556	530.552	346.111	409.396	687.778	603.333	795.556	664.444	-253.333	323.333	-7	795.556	0.289624	-243.419
224	124	155.556	129.386	188.889	118.634	435.185	367.778	563.333	374.444	-202.222	384.444	-182.222	563.333	0.348022	-21.278
132	91	189.444	188.507	334.444	889.363	428.148	358.889	526.667	398.889	-207.778	295.556	-877.778	526.667	0.398824	-234.606
123	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27	57	0.722223	0.327728	0.722223	0.389679	703.704	60	901.111	61	-311.111	592.222	-281.111	901.111	0.335387	-21.288
97	86	1.5	0.833333	355.556	216.296	238.148	233.333	302.222	178.889	-144.444	192.222	-177.778	302.222	0.405541	-160.859
85	56	133.333	0.4	127.778	184.074	264.444	233.333	36	20	-933.333	286.667	-193.333	36	0.442788	-186.318
46	131	0.277778	0.062963	177.778	185.185	140.741	0.777778	277.778	0.666667	-188.889	411.111	-222.222	277.778	0.77037	-205.134
152	199	111.111	0.518519	0.833334	0.255555	17.963	152.222	154.444	232.222	-822.222	-755.556	157.778	232.222	0.348063	212.951
243	166	0.611111	0.329629	0.722222	0.32963	133.704	112.222	121.111	167.778	-644.444	-377.778	102.222	167.778	0.330513	226.428
92	70	111.111	136.083	0.777777	0.655461	611.111	534.444	77	528.889	-23	476.667	-246.667	77	0.314365	-207.083
92	56	0.444443	0.029629	0.833333	0.566668	126	115.889	140.667	121.444	-303.333	44	-136.667	140.667	0.176061	-232.678
27	248	161.111	0.64693	316.667	17.224	152.963	147.778	128.889	182.222	-155.556	-722.222	877.778	182.222	0.312227	178.351
66	41	0.611112	0.327731	0.388892	0.327733	109.704	951.111	128.889	105.111	-437.778	575.556	-137.778	128.889	0.262046	-240.475
112	30	0.555557	0.272164	122.222	0.720082	113.259	100.778	130.111	108.889	-374.444	505.556	-131.111	130.111	0.225384	-238.531
133	141	0.111111	0.172133	0.111111	0.172133	0.074074	0	0.222222	0	-0.222222	0.444444	-0.222222	0.222222	0.222222	-20.944
165	99	0.888891	0.474074	0.777779	0.474074	934.074	79	118	832.222	-432.222	737.778	-305.556	118	0.330418	-220.776
187	75	155.556	0.91084	566.667	480.278	397.037	357.778	482.222	351.111	-117.778	255.556	-137.778	482.222	0.275059	-203.643
113	34	2	113.529	0.833331	0.836659	728.889	65	891.111	645.556	-236.667	486.667	-25	891.111	0.279176	-207.815
206	233	138.889	15.408	172.222	0.827759	268.148	218.889	251.111	334.444	-147.778	-511.111	198.889	334.444	0.345755	238.935
252	76	172.222	114.342	0.555555	0.344266	422.963	36	541.111	367.778	-188.889	354.444	-165.556	541.111	0.334876	-2.139
180	162	311.111	576.296	129.444	939.626	414.815	356.667	505.556	382.222	-174.444	272.222	-977.778	505.556	0.291106	-233.537
233	64	1	0.800003	0.777777	0.207406	928.148	772.222	118.667	825.556	-467.778	775.556	-307.778	118.667	0.34921	-222.894
64	19	0.944445	0.151853	166.667	0.31111	137.778	131.556	146.444	135.333	-186.667	26	-733.333	146.444	0.101515	-23.586
142	208	194.444	264.074	2.5	132.222	185.556	154.444	148.889	253.333	-933.333	-11	203.333	253.333	0.440895	210.221
87	135	0.388889	0.240741	0.333333	0.177778	0.962963	0	277.778	0.111111	-288.889	544.444	-255.556	277.778	1	-211.755
143	114	1.5	0.809664	0.388889	0.389682	271.852	23	344.444	241.111	-125.556	217.778	-922.222	344.444	0.331888	-219.642
167	53	127.778	0.490654	0.944443	0.389682	404.444	368.889	486.667	357.778	-106.667	246.667	-14	486.667	0.264564	-200.456
86	197	161.111	145.169	127.778	110.386	632.222	562.222	777.778	556.667	-21	436.667	-226.667	777.778	0.285333	-206.802
66	155	372.222	217.963	772.222	715.741	825.926	588.889	126.667	622.222	-711.111	132.222	-611.111	126.667	0.300624	-214.762
64	186	216.667	194.444	683.333	535.889	307.778	275.556	378.889	268.889	-966.667	213.333	-116.667	378.889	0.276726	-204.631
174	75	1.5	0.722648	238.889	108.355	411.111	403.333	456.667	373.333	-233.333	136.667	-113.333	456.667	0.181732	-172.228
199	116	0.555555	0.296296	0.444444	0.02963	196.296	0.666667	488.889	0.333333	-388.889	877.778	-488.889	488.889	0.940741	-201.892
78	85	5.5	210.555	6.5	459.831	488.889	424.444	615.556	426.667	-193.333	38	-186.667	615.556	0.315228	-209.736
42	201	211.111	201.843	433.333	472.346	593.333	525.556	74	514.444	-203.333	44	-236.667	74	0.306609	-204.251
49	240	305.556	163.865	205.556	174.377	204.444	152.222	187.778	273.333	-156.667	-5	206.667	273.333	0.445808	242.079
139	128	294.444	788.519	316.667	124.333	52.963	244.444	955.556	388.889	-855.556	127.778	-422.222	955.556	0.804724	-230.037
187	86	105.556	106.284	305.556	254.224	67.037	466.667	108.889	455.556	-611.111	125.556	-644.444	108.889	0.594226	-205.447
224	73	1.5	127.778	233.333	106.667	581.482	233.333	106.667	444.444	-104.444	145.556	-411.111	106.667	0.78993	-235.564
9	80	294.444	137.519	166.667	715.111	236.296	173.333	316.667	218.889	-188.889	241.111	-522.222	316.667	0.514254	-243.151
150	94	111.111	0.607404	127.778	0.507409	952.963	808.889	119.222	857.778	-432.222	717.778	-285.556	119.222	0.321505	-222.711
236	194	266.667	193.218	244.444	179.712	501.111	442.222	624.444	436.667	-176.667	37	-193.333	624.444	0.300667	-206.428
101	197	355.556	754.074	494.444	641.852	212.593	174.444	187.778	275.556	-114.444	-744.444	188.889	275.556	0.394886	224.309
115	75	0.944445	0.774077	105.556	0.596296	126.074	115.889	141.222	121.111	-305.556	454.444	-148.889	141.222	0.179353	-23.098
124	29	1	0.711108	105.555	0.907417	128.444	119.222	142.889	123.222	-276.667	433.333	-156.667	142.889	0.165616	-227.113
9	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23	172	133.333	0.894427	916.667	585.662	423.333	38	512.222	377.778	-13	266.667	-136.667	512.222	0.265454	-212.656
120	124	9	112.578	111.667	184.522	537.778	49	644.444	478.889	-143.333	32	-176.667	644.444	0.261246	-201.738
216	151	0.166667	0.278887	0.111111	0.172133	0.111111	0	0.333333	0	-0.333333	0.666667	-0.333333	0.333333	0.222222	-20.944
106	193	105.556	0.952579	0.888889	0.620633	144.444	116.667	125.556	191.111	-833.333	-566.667	14	191.111	0.388863	221.005
155	135	238.889	326.296	0.833332	0.122224	699.259	636.667	838.889	622.222	-187.778	418.889	-231.111	838.889	0.258303	-202.494
188	42	0.777779	0.54433	166.667	126.491	108.926	956.667	126.222	104.889	-397.778	518.889	-121.111	126.222	0.241934	-241.039
159	138	0.166667	0.166667	0.333333	0.133333	266.667	111.111	588.889	1	-466.667	966.667	-5	588.889	0.826852	-207.782
147	87	683.333	661.899	155.556	169.531	433.333	378.889	548.889	372.222	-163.333	346.667	-183.333	548.889	0.319706	-205.039
228	91	0.722222	0.196296	111.111	0.385185	262.963	0.444444	622.222	122.222	-655.556	107.778	-422.222	622.222	0.939815	-222.574
197	123	0.944445	0.951854	3	155.556	448.148	411.111	537.778	395.556	-111.111	268.889	-157.778	537.778	0.263275	-197.833
155	20	0.611112	0.327729	0.611112	0.327729	111.704	984.444	129.556	107.111	-397.778	535.556	-137.778	129.556	0.240108	-238.521
97	63	0.722221	0.443052	0.333332	0.210818	108.926	962.222	126.111	104.444	-381.111	515.556	-134.444	126.111	0.23689	-238.244
86	197	161.111	145.169	127.778	110.386	632.222	562.222	777.778	556.667	-21	436.667	-226.667	777.778	0.285333	-206.802
182	135	422.222	112.875	111.111	10.256	327.037	285.556	41	285.556	-124.444	248.889	-124.444	41	0.308824	-20.932
133	102	220.556	374.596	298.889	488.03	44.037	374.444	526.667	42	-197.778	258.889	-611.111	526.667	0.397892	-241.682
74	64	183.333	120.646	2	111.555	565.926	496.667	71	491.111	-207.778	432.222	-224.444	71	0.313003	-206.717
140	181	0.833333	0.477778	127.778	170.741	192.963	154.444	184.444	24	-115.556	-255.556	141.111	24	0.357668	245.847
233	184	0.5	0.077778	0.777778	0.785185	118.519	977.778	988.889	158.889	-622.222	-588.889	121.111	158.889	0.405556	212.865
42	133	116.667	190.613	272.222	315.818	27.037	122.222	5	188.889	-444.444	688.889	-244.444	5	0.860606	-220.842
219	132	144.444	0.655462	111.111	0.75031	352.222	295.556	456.667	304.444	-17	313.333	-143.333	456.667	0.354746	-214.697
124	201	194.444	195.978	205.556	130.668	178.889	14	148.889	247.778	-116.667	-9	206.667	247.778	0.439718	217.699
93	190	5.5	18.227	261.111	323.465	535.926	473.333	668.889	465.556	-187.778	398.889	-211.111	668.889	0.303602	-205.255
112	77	0.944447	0.574135	116.667	0.809667	107.63	938.889	125.222	103.778	-412.222	527.778	-115.556	125.222	0.250143	-242.468
14	138	0.5	0.122222	0.5	0.077778	496.296	677.778	544.444	266.667	544.444	144.444	-688.889	677.778	0.603836	-0.722894
119	192	2.5	208.433	616.667	232.618	595.556	525.556	747.778	513.333	-21	456.667	-246.667	747.778	0.312796	-203.818
53	53	1	0.444444	111.111	0.429629	113.148	104.333	130.222	104.889	-264.444	512.222	-247.778	130.222	0.200484	-211.701
237	192	0.833333	0.547723	438.889	352.399	463.704	411.111	576.667	403.333	-157.778	338.889	-181.111	576.667	0.302675	-204.724
69	139	283.333	177.326	211.111	166.889	180.741	16	225.556	156.667	-622.222	134.444	-722.222	238.889	0.386612	-170.283
242	81	223.889	189.441	151.667	110.878	419.259	331.111	555.556	371.111	-264.444	408.889	-144.444	555.556	0.420176	-227.446
67	118	111.111	0.385186	227.778	428.518	211.111	202.222	273.333	157.778	-266.667	186.667	-16	273.333	0.416884	-162.075
60	126	0.833333	0.611111	0.555556	0.162963	201.111	164.444	273.333	165.556	-11	216.667	-106.667	273.333	0.405936	-21.041
191	119	111.111	129.386	0.944446	0.772202	398.519	362.222	482.222	351.111	-108.889	251.111	-142.222	482.222	0.271717	-2.006
116	184	222.222	211.852	106.111	450.852	317.037	287.778	38	283.333	-877.778	188.889	-101.111	383.333	0.250721	-221.546
236	117	0.777779	0.403687	127.778	0.742868	458.889	395.556	584.444	396.667	-19	376.667	-186.667	584.444	0.330477	-209.948
18	209	261.111	0.712326	455.556	267.222	487.778	43	607.778	425.556	-173.333	36	-186.667	607.778	0.302982	-206.698
229	124	0.888889	0.074074	0.888889	0.340741	588.889	711.111	711.111	344.444	366.667	366.667	-733.333	755.556	0.545855	-103.766
34	131	0.333333	0.177778	0.722222	0.551852	0.814815	0.333333	188.889	0.222222	-144.444	322.222	-177.778	188.889	0.925926	-205.616
89	43	105.555	0.32963	0.888889	0.34074	107.148	941.111	128.222	991.111	-391.111	632.222	-241.111	128.222	0.266023	-224.795
2	88	361.111	721.852	2.5	585.556	777.778	355.556	133.333	644.444	-126.667	166.667	-4	133.333	0.754703	-239.449
78	186	283.333	212.222	355.556	420.741	352.963	312.222	438.889	307.778	-122.222	257.778	-135.556	438.889	0.302286	-206.012
134	29	0.777777	0.403687	0.444443	0.403686	112.074	985.556	130.556	107.111	-405.556	554.444	-148.889	130.556	0.245093	-237.321
235	120	0.444444	0.340741	0.5	0.3	144.444	0	4	0.333333	-433.333	766.667	-333.333	4	1	-215.637
170	154	0.111111	0.172133	0.055556	0.136083	0.074074	0	0.222222	0	-0.222222	0.444444	-0.222222	0.222222	0.222222	-20.944
172	140	3	0.421636	0.666667	0.421637	322.222	266.667	5	2	-166.667	533.333	-366.667	5	0.656085	-185.316
229	124	0.888889	0.074074	0.888889	0.340741	588.889	711.111	711.111	344.444	366.667	366.667	-733.333	755.556	0.545855	-103.766
8	93	0.833333	0.459468	105.556	0.928959	198.889	151.111	288.889	156.667	-143.333	27	-126.667	288.889	0.480246	-213.621
147	125	638.889	392.381	133.333	0.760117	432.222	372.222	55	374.444	-18	353.333	-173.333	55	0.324639	-209.647
107	226	155.556	30.963	355.556	256.296	785.185	577.778	655.556	112.222	-622.222	-388.889	101.111	112.222	0.526881	22.594
163	133	0.111111	0.172133	0.222222	0.272166	155.556	1	355.556	0.111111	-166.667	6	-433.333	355.556	0.972222	-182.256
180	186	1.5	179.815	194.444	178.159	496.296	45	613.333	425.556	-138.889	351.111	-212.222	613.333	0.306161	-195.809
160	210	161.111	112.963	122.222	100.741	174.815	137.778	16	226.667	-111.111	-444.444	155.556	226.667	0.403938	238.645
210	114	127.778	130.741	0.611111	0.062963	161.852	114.444	25	121.111	-142.222	264.444	-122.222	25	0.546207	-214.166
69	17	0.611112	0.107405	0.666667	0.311108	130.296	120.778	143.889	126.222	-285.556	407.778	-122.222	143.889	0.160604	-233.949
105	139	0.277778	0.107407	0.833333	0.522222	611.111	755.556	722.222	355.556	433.333	333.333	-766.667	755.556	0.532628	-0.965946
140	247	2.5	318.889	266.667	355.556	811.111	6	588.889	124.444	-633.333	-666.667	13	124.444	0.563467	211.789
83	28	0.388889	0.136081	0.888887	0.455421	112.963	994.444	131.111	108.333	-405.556	544.444	-138.889	131.111	0.241511	-238.788
36	243	188.889	185.185	2	0.71111	133.333	988.889	121.111	18	-103.333	-366.667	14	18	0.452229	236.831
188	35	122.222	105.185	111.111	0.562963	124.556	114.444	140.111	119.111	-303.333	466.667	-163.333	140.111	0.183109	-228.292
192	51	0.722224	0.389683	0.944443	0.772203	108.741	952.222	127	104	-405.556	547.778	-142.222	127	0.250137	-238.344
90	101	0.888889	0.385185	172.222	188.519	200.741	203.333	25	148.889	0.777778	147.778	-155.556	25	0.404038	-152.012
57	93	0.388889	0.389682	0.222222	0.172132	179.259	132.222	271.111	134.444	-141.111	275.556	-134.444	271.111	0.511905	-211.046
79	154	111.111	158.518	0.166667	0.077778	0.740741	0.444444	155.556	0.222222	-0.888889	244.444	-155.556	155.556	0.288889	-191.964
96	94	0.722223	0.285185	0.444445	0.42963	202.222	16	287.778	158.889	-126.667	256.667	-13	287.778	0.451546	-208.489
197	236	244.444	682.963	333.333	7.6	160.741	131.111	166.667	184.444	-888.889	177.778	711.111	185.556	0.292729	27.898
218	178	0.833333	0.547722	111.111	0.544331	596.296	524.444	752.222	512.222	-215.556	467.778	-252.222	752.222	0.318996	-204.055
14	110	172.222	535.185	266.667	102.222	179.259	188.889	214.444	134.444	288.889	105.556	-134.444	214.444	0.368848	-13.451
138	133	0.666667	0.444444	116.667	0.211111	644.444	777.778	788.889	366.667	4	433.333	-833.333	822.222	0.558201	-107.766
127	81	243.333	442.178	221.111	263.096	425.556	348.889	517.778	41	-23	276.667	-466.667	517.778	0.366946	-247.648
217	145	0.555556	0.162963	0.722222	0.062963	52.963	633.333	655.556	3	311.111	377.778	-688.889	7	0.564153	-106.897
109	146	0.055556	0.136083	0.055556	0.136083	0.037037	0	0.111111	0	-0.111111	0.222222	-0.111111	0.111111	0.111111	-20.944
227	195	2.5	223.855	3.5	288.868	477.407	427.778	585.556	418.889	-148.889	324.444	-175.556	585.556	0.284495	-203.896
226	69	191.111	991.718	204.444	1039.54	238.148	192.222	293.333	228.889	-137.778	165.556	-277.778	293.333	0.508994	-248.898
225	22	0.833333	0.255559	0.722221	0.107409	137.963	133	147	133.889	-148.889	271.111	-122.222	147	0.095184	-21.583
103	65	127.778	108.355	122.222	0.91084	601.481	537.778	738.889	527.778	-191.111	412.222	-221.111	738.889	0.287045	-20.419
173	190	233.333	256.472	155.556	120.493	504.444	448.889	623.333	441.111	-166.667	356.667	-19	623.333	0.292125	-20.487
29	100	222.222	136.296	266.667	364.444	206.296	208.889	255.556	154.444	0.777778	147.778	-155.556	255.556	0.394331	-15.197
9	130	0.055556	0.018519	261.111	624.075	174.074	1	322.222	1	-222.222	444.444	-222.222	322.222	0.550926	-20.944
45	188	244.444	274.074	311.111	754.074	333.333	296.667	413.333	29	-11	24	-13	413.333	0.299865	-204.072
102	158	227.778	212.307	183.333	104.881	393.333	355.556	474.444	35	-113.333	243.333	-13	474.444	0.264152	-204.917
189	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33	100	0.722222	0.534027	0.666667	0.365148	122.222	0.111111	277.778	0.777778	-333.333	466.667	-133.333	277.778	0.977778	-23.371
239	174	2	14.453	138.889	0.854183	578.519	504.444	732.222	498.889	-222.222	461.111	-238.889	732.222	0.320261	-206.905
138	116	0.611111	0.151852	0.444445	0.207407	648.148	755.556	822.222	366.667	322.222	522.222	-844.444	833.333	0.559171	-119.107
117	224	305.556	255.966	305.556	302.153	202.593	154.444	177.778	275.556	-144.444	-744.444	218.889	275.556	0.441516	230.415
250	172	0.944444	0.507407	133.333	0.71111	160.741	123.333	15	208.889	-112.222	-322.222	144.444	208.889	0.409835	24.177
205	190	127.778	0.998145	161.111	112.382	494.815	447.778	606.667	43	-141.111	335.556	-194.444	606.667	0.290788	-19.876
245	176	1	0.516398	1	0.557774	184.815	151.111	17	233.333	-101.111	-444.444	145.556	233.333	0.35207	233.224
115	138	0.333333	0.088889	0.333333	0.177778	0.777778	0	233.333	0	-233.333	466.667	-233.333	233.333	1	-20.944
59	99	0.777778	0.82963	1	0.355556	203.704	0.111111	555.556	0.444444	-577.778	105.556	-477.778	555.556	0.986111	-214.974
185	110	184.444	375.096	127.778	0.596297	506.667	461.111	604.444	454.444	-136.667	293.333	-156.667	604.444	0.249253	-203.252
166	222	155.556	0.834443	116.667	0.623609	104.815	866.667	666.667	161.111	-544.444	-114.444	168.889	161.111	0.58766	187.049
57	229	272.222	205.931	344.444	140.896	146.296	12	135.556	183.333	-788.889	-322.222	111.111	183.333	0.347692	235.044
208	34	172.222	173.098	0.444445	0.501848	144.444	107.778	21	115.556	-11	196.667	-866.667	21	0.479958	-216.238
226	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0
38	202	216.667	106.979	833.333	251.219	573.333	502.222	715.556	502.222	-213.333	426.667	-213.333	715.556	0.302514	-209.375
252	137	0.888889	0.544331	0.611111	0.712325	0.740741	0.333333	177.778	0.111111	-122.222	311.111	-188.889	177.778	0.75	-200.761
225	91	0.666667	0.355556	0.666667	0.311111	366.667	111.111	8	188.889	-766.667	13	-533.333	8	0.867813	-221.774
201	133	0.611111	0.240741	0.222222	0.074074	0.740741	0.333333	177.778	0.111111	-122.222	311.111	-188.889	177.778	0.962963	-199.906
174	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0
173	67	111.111	124.127	0.222222	0.344265	0.740741	0.777778	111.111	0.333333	0.111111	111.111	-122.222	111.111	0.231481	-151.268
82	109	0.722223	0.240741	133.333	0.800001	177.778	192.222	21	131.111	433.333	966.667	-14	21	0.376024	-127.656
57	89	172.222	130.668	616.667	470.343	17	13	245.556	134.444	-12	226.667	-106.667	245.556	0.477489	-212.975
188	42	0.777779	0.54433	166.667	126.491	108.926	956.667	126.222	104.889	-397.778	518.889	-121.111	126.222	0.241934	-241.039
90	134	0.555556	0.340741	105.556	0.374074	266.667	1	611.111	0.888889	-5	103.333	-533.333	611.111	0.876102	-207.124
146	97	101.111	45.979	0.611111	0.574133	47.963	46	543.333	435.556	-588.889	191.111	-132.222	543.333	0.197115	-184.074
33	117	0.5	0.122222	1	0.311111	644.444	733.333	822.222	377.778	266.667	533.333	-8	822.222	0.53858	-123.326
122	91	222.222	202.963	216.667	127.778	224.815	22	287.778	166.667	-144.444	188.889	-174.444	287.778	0.420716	-163.041
7	203	388.889	285.709	544.444	274.604	54	476.667	676.667	466.667	-19	41	-22	676.667	0.314896	-204.001
142	163	1.5	0.877778	176.667	32.445	404.444	35	485.556	377.778	-163.333	243.333	-8	485.556	0.268978	-239.274
142	119	527.778	0.854184	105.556	0.611616	456.296	406.667	56	402.222	-148.889	311.111	-162.222	56	0.28077	-206.404
64	176	233.333	0.918938	1	0.918938	507.778	46	623.333	44	-143.333	346.667	-203.333	623.333	0.294056	-198.088
151	89	838.889	457.732	0.722222	0.389682	317.037	273.333	41	267.778	-131.111	278.889	-147.778	41	0.351273	-204.654
41	75	153.889	191.363	266.111	317.136	55	474.444	654.444	521.111	-226.667	313.333	-866.667	654.444	0.297802	-235.675
227	44	0.555555	0.403687	161.111	0.998146	478.148	428.889	58	425.556	-147.778	305.556	-157.778	58	0.271987	-207.047
35	167	161.111	0.928959	1.5	113.039	19.037	167.778	156.667	246.667	-677.778	-101.111	168.889	246.667	0.365503	197.157
228	20	105.555	0.490655	0.833333	0.752773	125	114	140.556	120.444	-33	466.667	-136.667	140.556	0.188892	-234.801
103	237	1	0.444444	0.555555	0.474074	8	655.556	566.667	117.778	-433.333	-7	113.333	117.778	0.522999	19.465
254	57	0.94444	0.77407	138.889	104.074	135.778	129.444	146.667	131.222	-19	326.667	-136.667	146.667	0.118733	-218.742
245	78	188.889	100.741	405.556	566.296	301.852	251.111	403.333	251.111	-152.222	304.444	-152.222	403.333	0.392034	-20.667
213	86	0.833333	0.182575	0.388889	0.327731	171.481	132.222	246.667	135.556	-117.778	225.556	-107.778	246.667	0.46348	-212.361
212	81	0.72222	0.107409	0.833332	0.077779	921.852	772.222	118.444	808.889	-448.889	787.778	-338.889	118.444	0.347902	-21.874
34	116	577.778	440.538	0.499999	0.278888	61	524.444	764.444	541.111	-256.667	463.333	-206.667	764.444	0.313235	-216.179
90	122	166.667	139.841	116.667	0.691215	161.852	102.222	253.333	13	-178.889	274.444	-955.556	253.333	0.584744	-224.727
236	193	266.667	168.655	405.556	327.561	491.111	433.333	612.222	427.778	-173.333	363.333	-19	612.222	0.303144	-206.542
208	90	288.889	256.297	0.722222	0.062963	514.815	277.778	10	266.667	-711.111	145.556	-744.444	10	0.797212	-207.343
